Spezifikation,gamma_fav,gamma_long,diff,se_diff,t_diff
V1|A,0.007403906249999993,0.0009843749999999879,0.006419531250000005,0.0008630306784072806,7.438358114739585
V2|A,0.005182031249999983,0.0010624999999999767,0.004119531250000006,0.000732535256692604,5.623662768942598
V2|B,0.005531249999999998,0.0011812499999999757,0.004350000000000022,0.0009685136056815816,4.491418576343855
