x,beta_1,se,ci_lo,ci_up,hours,rel_pos
-0.504985583624439,0.7795433621216414,0.043698987124339804,0.6938949211970559,0.865191803046227,0.6035142758527832,0.9930035903406808
-0.46687753365025886,0.7783162092945357,0.0434296043105321,0.6931957489830674,0.8634366696060041,0.6269568668299431,0.9924736796127751
-0.42876948367607826,0.7760534399151213,0.04300228430917107,0.6917705114161942,0.8603363684140485,0.651310049476117,0.9917471330821994
-0.39066143370189765,0.7731892704660823,0.042451780477693005,0.6899853096502034,0.8563932312819612,0.6766091943349654,0.9909494947209702
-0.35255338372771705,0.7702416964308925,0.04184063350336618,0.6882355616739548,0.8522478311878301,0.7028910458649358,0.990151856359741
-0.3144453337535369,0.7677840559435114,0.04124924051319963,0.6869370301480097,0.8486310817390131,0.7301937758068854,0.9893542179985119
-0.2763372837793563,0.7664007958689614,0.04075629772958316,0.6865199201757868,0.846281671562136,0.7585570386246892,0.9885565796372827
-0.2382292338051757,0.7666406796574861,0.0404170331501867,0.6874247503211587,0.8458566089938134,0.7880220290993506,0.987787323705603
-0.20012118383099553,0.7689700730873401,0.04024662659336527,0.6900881344651122,0.847852011709568,0.818631542160271,0.9871709267276989
-0.16201313385681493,0.7737138065184967,0.04021734888357474,0.6948892511530081,0.8525383618839854,0.8504300350405725,0.9865545297497949
-0.12390508388263433,0.7810390009157961,0.04026110601439017,0.7021286831498424,0.8599493186817498,0.8834636918467476,0.9859381327718907
-0.08579703390845372,0.7909124342324825,0.040289502248589563,0.7119464608702014,0.8698784075947635,0.9177804906364206,0.9853217357939866
-0.047688983934273566,0.8030760010358835,0.04021865482892566,0.7242488860645413,0.8819031160072257,0.953430273101641,0.9846680682910346
-0.009580933960092963,0.8170479727582749,0.03999076682128662,0.7386675100744138,0.895428435442136,0.99046481695892,0.98365761340677
0.02852711601408764,0.8321193415305472,0.03959321658303845,0.7545180629956978,0.9097206200653967,1.0289379111511436,0.9826471585225055
0.0666351659882678,0.847412058874121,0.03905812143929017,0.7708595475493205,0.9239645701989214,1.0689054339705928,0.9816367036382411
0.1047432159624484,0.8619303260295694,0.038458410923620935,0.7865532257166306,0.9373074263425083,1.1104254342165338,0.9806262487539765
0.142851265936629,0.8746256288374634,0.03789170554005317,0.8003592506661623,0.9488920070087645,1.1535582155052462,0.9791164861899891
0.1809593159108096,0.8844768456321723,0.03745295181048427,0.8110704089689089,0.9578832822954357,1.1983664238549503,0.9770303014484604
0.21906736588498976,0.89058025471578,0.03720683527547048,0.8176561975971434,0.9635043118344165,1.244915138672835,0.9749441167069316
0.25717541585917036,0.8922316565048305,0.03716493217329555,0.8193897279572973,0.9650735850523637,1.2932719672763406,0.9728579319654028
0.29528346583335097,0.8890039552338189,0.037279909250943696,0.8159366757550477,0.9620712347125902,1.3435071430859713,0.9706284375428895
0.3333915158075311,0.8808206652355508,0.037461834423914264,0.807396818969876,0.9542445115012256,1.3956936276322618,0.9682716281746916
0.3714995657817117,0.8679833456330601,0.037605540050981615,0.7942778415139576,0.9416888497521626,1.4499072165250508,0.9659148188064935
0.40960761575589233,0.8511729928628899,0.03762197697492447,0.7774352729648428,0.9249107127609371,1.5062266495389613,0.9635580094382956
0.44771566573007293,0.831445012037024,0.03746655769209076,0.758011908335834,0.9048781157382141,1.564733724974992,0.9615210541109126
0.4858237157042531,0.8101479297401524,0.03714868529259163,0.73733784449366,0.8829580149866447,1.6255134184643043,0.9597655284679557
0.5239317656784337,0.7888240473460346,0.03672690625869223,0.7168406338154192,0.86080746087665,1.688654006386767,0.9580100028249988
0.5620398156526143,0.7690881382462822,0.03629640653821069,0.6979484886631651,0.8402277878293993,1.7542471940834972,0.9562544771820418
0.6001478656267945,0.7524850967371339,0.0359598788404989,0.6820050293213321,0.8229651641529357,1.8223882490496293,0.9532644224900824
0.638255915600975,0.7403370851343969,0.035788247019165664,0.6701934099070093,0.8104807603617845,1.8931761393007533,0.9499939066984775
0.6763639655751557,0.7336084097276301,0.03579120704879929,0.6634589329487673,0.8037578865064928,1.966713677113981,0.9467233909068727
0.7144720155493363,0.7328014766563755,0.03591155824618043,0.6624161158651495,0.8031868374476016,2.0431076683524187,0.942473233315075
0.7525800655235169,0.7378946909164308,0.036046155340320796,0.6672455246682659,0.8085438571645956,2.122469067589922,0.9374520714482664
