pctl,beta_1,se
1.0,1.2524250610063343,0.04231824535133116
1.4924623115577889,1.249069578148268,0.040598162770753815
1.984924623115578,1.245716832815586,0.03891416648409554
2.477386934673367,1.2423687237383767,0.037271672463788146
2.969849246231156,1.2390275723761446,0.03567680314727866
3.462311557788945,1.235696074818704,0.03413635931386821
3.9547738693467336,1.2323772533990076,0.032657771619238676
4.447236180904523,1.229074408149452,0.03124902171213643
4.939698492462312,1.2257910682473143,0.029918520564842305
5.432160804020101,1.2225309436069063,0.028674930134312958
5.92462311557789,1.2192978767862077,0.02752691487247162
6.417085427135678,1.2160957953839868,0.02648281346177328
6.909547738693467,1.2129286651098359,0.025550230078562358
7.402010050251256,1.2098004437143,0.02473555939343131
7.894472361809044,1.2067150359693621,0.024043479429782563
8.386934673366834,1.203676249890354,0.023476467334268343
8.879396984924623,1.2006877543903536,0.023034408002095844
9.37185929648241,1.197753038555859,0.022714366225715047
9.864321608040202,1.1948753727291919,0.022510574490791017
10.356783919597989,1.1920577715780176,0.022414652735412266
10.84924623115578,1.1893029593259097,0.022416033343254795
11.341708542713567,1.1866133373104129,0.02250252840988694
11.834170854271358,1.1839909540257854,0.022660958107127545
12.326633165829145,1.181437477797684,0.022877761962541165
12.819095477386936,1.17895417222558,0.023139534018936078
13.311557788944725,1.1765418745170455,0.0234334488702049
13.804020100502514,1.1742009768243893,0.023747569890839034
14.296482412060302,1.1719314106799343,0.024071048566271697
14.78894472361809,1.1697326346120334,0.02439423350632292
15.281407035175882,1.1676036250082085,0.024708710817894632
15.77386934673367,1.165542870276052,0.025007296299568542
16.26633165829146,1.1635483683361607,0.025283996534153315
16.758793969849247,1.161617627464494,0.025533951925777724
17.251256281407038,1.1597476704847343,0.025753370942756284
17.743718592964825,1.1579350422941004,0.025939461681560416
18.236180904522612,1.1561758206886763,0.026090364449316825
18.728643216080403,1.1544656304374052,0.026205087303945905
19.221105527638194,1.1527996605366442,0.02628344526344598
19.71356783919598,1.1511726845610601,0.02632600306339753
20.20603015075377,1.1495790840090905,0.026334020788321665
20.69849246231156,1.148012874525758,0.026309401335841795
21.190954773869347,1.1464677348701309,0.02625463842960755
21.683417085427138,1.144937038479658,0.026172763737196052
22.175879396984925,1.143413887469252,0.02606729155281509
22.668341708542716,1.1418911488894714,0.025942159469493017
23.160804020100503,1.1403614930555364,0.02580166350406127
23.653266331658294,1.138817433746895,0.025650386275438114
24.14572864321608,1.137251370066267,0.025493117105155484
24.63819095477387,1.1356556297372054,0.02533476334390513
25.13065326633166,1.1340225136104563,0.025180252857324822
25.62311557788945,1.1323443411416285,0.025034428438230068
26.115577889447238,1.1306134965961898,0.02490193592936696
26.60804020100503,1.1288224757323189,0.024787108974393714
27.10050251256282,1.126963932708426,0.024693854448623594
27.592964824120603,1.1250307269589306,0.024625543593552398
28.085427135678394,1.1230159697806033,0.024584914503658382
28.57788944723618,1.1209130703712888,0.024573991715259858
29.070351758793972,1.1187157810640052,0.02459402810775726
29.562814070351763,1.1164182415016042,0.02464547312931553
30.05527638190955,1.114015021500888,0.024727969607216318
30.54773869346734,1.111501162359856,0.024840379318006593
31.040201005025125,1.1088722163680012,0.024980835368094485
31.532663316582916,1.10612428428714,0.025146817574352765
32.02512562814071,1.1032540505778274,0.025335245680525816
32.517587939698494,1.1002588161573226,0.025542584535624916
33.01005025125628,1.0971365284856642,0.02576495530638333
33.502512562814076,1.0938858087879881,0.025998247300666
33.99497487437186,1.0905059762344245,0.026238225876449382
34.48743718592965,1.0869970689126953,0.026480633012416727
34.97989949748744,1.083359861443443,0.026721278249081572
35.472361809045225,1.0795958791038307,0.026956118743107157
35.96482412060302,1.0757074083414997,0.0271813280323135
36.45728643216081,1.0716975035779044,0.02739335375177704
36.949748743718594,1.0675699902177305,0.027588964975369737
37.44221105527639,1.0633294637995803,0.02776529010768465
37.93467336683417,1.0589812852412435,0.027919846354705
38.42713567839196,1.0545315721514448,0.028050561796092343
38.91959798994975,1.0499871862006873,0.028155791002827564
39.41206030150754,1.0453557165620235,0.028234325018155402
39.90452261306533,1.0406454594522474,0.02828539636964141
40.39698492462312,1.0358653938234625,0.02830867962014809
40.88944723618091,1.0310251532742938,0.028304287805389808
41.381909547738694,1.0261349942691227,0.02827276495143503
41.87437185929648,1.0212057607725082,0.02821507472067787
42.366834170854275,1.0162488454243794,0.02813258510209414
42.85929648241206,1.0112761473994885,0.028027048943697695
43.35175879396985,1.0063000271120304,0.0279005800257946
43.844221105527645,1.0013332579430463,0.027755624298475546
44.33668341708543,0.9963889751838325,0.027594925863298776
44.82914572864322,0.9914806224041968,0.027421487278218325
45.321608040201006,0.9866218954687764,0.02723852381840076
45.814070351758794,0.9818266844374465,0.027049411446993594
46.30653266331659,0.9771090135984037,0.026857628452515155
46.798994974874375,0.9724829798935171,0.026666691002166242
47.29145728643216,0.967962690005753,0.026480083245062045
47.78391959798996,0.9635621963871334,0.026301183066501022
48.27638190954774,0.9592954325133649,0.026133185118945444
48.76884422110553,0.9551761476575044,0.025979023294555873
49.26130653266332,0.951217841479994,0.025841295298025646
49.753768844221106,0.9474336987359122,0.02572219235503968
50.2462311557789,0.9438365244024147,0.02562343727654164
50.73869346733668,0.9404386795308304,0.025546234029062805
51.231155778894475,0.9372520181264034,0.025491231600655282
51.72361809045226,0.9342878253570096,0.025458504302900208
52.21608040201006,0.931556757388682,0.025447549760652863
52.70854271356784,0.9290687831411011,0.025457304802406742
53.20100502512564,0.9268331282498032,0.025486178392945546
53.69346733668342,0.924858221514399,0.02553209977062051
54.185929648241206,0.9231516441031128,0.02559257917214039
54.678391959799,0.9217200817737191,0.02566477802128451
55.17085427135678,0.920569280359488,0.02574558525242439
55.66331658291458,0.9197040047559972,0.025831696518698467
56.15577889447236,0.9191280016305166,0.02591969334643242
56.64824120603016,0.9188439660613077,0.02600611976954485
57.140703517587944,0.9188535122985343,0.02608755453286524
57.633165829145725,0.9191571488195496,0.026160677521929777
58.125628140703526,0.9197542578349946,0.026222329603883324
58.618090452261306,0.9206430793829362,0.026269565514630073
59.1105527638191,0.9218207001288944,0.026299699783280107
59.60301507537689,0.9232830469692517,0.026310345942983385
60.09547738693468,0.9250248855149097,0.026299449444068486
60.58793969849246,0.927039823510795,0.026265314773466372
61.08040201005025,0.9293203192250965,0.02620662730827752
61.572864321608044,0.9318576948202848,0.026122470405152327
62.06532663316583,0.9346421546956479,0.026012338163213414
62.557788944723626,0.9376628087686324,0.025876144206091294
63.050251256281406,0.9409077006413473,0.025714226714775044
63.5427135678392,0.9443638405748138,0.025527349812616288
64.03517587939699,0.9480172431715824,0.025316701258792734
64.52763819095478,0.951852969646463,0.02508388624869148
65.02010050251256,0.9558551745434305,0.02483091695134472
65.51256281407035,0.960007156735888,0.024560197238446276
66.00502512562815,0.964291414527188,0.024274501883354137
66.49748743718592,0.9686897046486529,0.02397694934338472
66.98994974874373,0.9731831049334057,0.023670967103117946
67.48241206030151,0.9777520804262892,0.023360248477163312
67.9748743718593,0.9823765526729662,0.023048699783990368
68.46733668341709,0.9870359719150685,0.02274037695209274
68.95979899497488,0.9917093919031876,0.022439410953958377
69.45226130653268,0.9963755470259049,0.022149922025697013
69.94472361809045,1.001012931439124,0.02187592344736578
70.43718592964825,1.0055998798694201,0.021621216721659325
70.92964824120604,1.010114649754387,0.021389281236128384
71.42211055276381,1.0145355043743791,0.02118316279936666
71.91457286432161,1.0188407966220447,0.021005366612862217
72.4070351758794,1.0230090530503364,0.02085776104206932
72.89949748743719,1.0270190578346114,0.020741498749299342
73.39195979899498,1.0308499362814465,0.020656961178118494
73.88442211055278,1.0344812375149361,0.020603730991948576
74.37688442211055,1.037893015970917,0.020580594991293374
74.86934673366834,1.0410659113310756,0.020585577546049116
75.36180904522614,1.043981226530962,0.020616002065073597
75.85427135678393,1.0466210034799937,0.020668575877938803
