x,beta_1,se,pctl,ci_lo,ci_up
0.006629270780214177,1.7619243789756571,0.07542007867790133,0.6629270780214177,1.6141037410557932,1.909745016895521
0.011621083489861342,1.6740702313606728,0.06379112406390479,1.1621083489861341,1.549041925662093,1.7990985370592525
0.016612896199508505,1.5869716073017819,0.05356162779864289,1.6612896199508504,1.4819927458631024,1.6919504687404614
0.02160470890915567,1.5013000761773974,0.04539813432029847,2.160470890915567,1.4123213679443005,1.5902787844104942
0.026596521618802837,1.4178850677282249,0.03989817710765265,2.6596521618802837,1.3396860775484252,1.4960840579080246
0.03158833432845,1.3376744259165245,0.03720506185509409,3.158833432845,1.2647538446379551,1.410595007195094
0.036580147038097165,1.2616944611226395,0.036726567601550505,3.6580147038097164,1.1897117113478248,1.3336772108974542
0.04157195974774433,1.19100923910911,0.03740480923946195,4.157195974774433,1.1176971601511736,1.2643213180670465
0.046563772457391496,1.1266790556857331,0.03827021043963305,4.65637724573915,1.0516708215432835,1.2016872898281827
0.05155558516703866,1.0697183128919603,0.03873229874558968,5.1555585167038664,0.9938044023121586,1.145632223471762
0.05654739787668583,1.0210533138292042,0.03858470027702804,5.654739787668583,0.9454286909319566,1.0966779367264519
0.06153921058633299,0.9814808041669068,0.03791344288927431,6.1539210586332995,0.9071718215740129,1.0557897867598005
0.06653102329598015,0.9516283828881544,0.03699311635162047,6.653102329598015,0.8791232071630786,1.0241335586132303
0.07152283600562732,0.9319181566029613,0.03617489240622739,7.152283600562733,0.8610166703421441,1.0028196428637786
0.07651464871527448,0.9225351958561032,0.03576052379200764,7.651464871527448,0.8524458571554805,0.992624534556726
0.08150646142492166,0.9234024462388271,0.03588822728319461,8.150646142492166,0.8530628132947778,0.9937420791828763
0.08649827413456881,0.9341637341068876,0.0364871111493439,8.649827413456881,0.8626503103542636,1.0056771578595114
0.09149008684421597,0.954176374712036,0.03732944606659437,9.149008684421597,0.8810120048586806,1.0273407445653913
0.09648189955386315,0.9825146349224378,0.03814045383752215,9.648189955386314,0.9077607190468819,1.0572685507979938
0.1014737122635103,1.017984927023515,0.038699261635570886,10.14737122635103,0.9421357679895035,1.0938340860575266
0.10646552497315748,1.059153126231375,0.038897011554555834,10.646552497315747,0.9829163844782072,1.1353898679845427
0.11145733768280464,1.104383833145767,0.03875226061574354,11.145733768280463,1.0284307980193996,1.1803368682721342
0.11644915039245181,1.1518907715837121,0.038393233156918456,11.64491503924518,1.076641417346103,1.2271401258213213
0.12144096310209897,1.1997968571986908,0.03801339330986141,12.144096310209896,1.1252919753812065,1.274301739016175
0.1264327758117461,1.246201832882734,0.03780688448573242,12.643277581174612,1.1721017009230323,1.3203019648424357
0.1314245885213933,1.2892547857545682,0.03789983448948989,13.14245885213933,1.214972475135139,1.3635370963739974
0.13641640123104046,1.3272283802230036,0.03830508237661263,13.641640123104045,1.252151798340003,1.4023049621060042
0.14140821394068762,1.3585913018941982,0.03892350293243319,14.140821394068762,1.28230263799449,1.4348799657939064
0.14640002665033477,1.3820752419208602,0.03958959199598531,14.640002665033478,1.3044810674460938,1.4596694163956265
0.15139183935998193,1.3967327861724783,0.04013504797456691,15.139183935998194,1.31806953762454,1.4753960347204167
0.15638365206962912,1.4019828225431579,0.04044266781658584,15.638365206962913,1.3227166501839325,1.4812489949023833
0.16137546477927628,1.3976405442891733,0.04047664462194694,16.13754647792763,1.3183077786151305,1.476973309963216
0.16636727748892344,1.3839297947913973,0.04028712661640168,16.636727748892344,1.3049684775826451,1.4628911120001495
0.1713590901985706,1.3614763427020882,0.03999139060958012,17.13590901985706,1.2830946574156379,1.4398580279885385
0.17635090290821775,1.3312816556403746,0.03973578743801451,17.635090290821775,1.253400943364527,1.4091623679162222
0.18134271561786494,1.2946778033195723,0.039646984075165446,18.134271561786495,1.216971142436615,1.3723844642025296
0.1863345283275121,1.2532652060872587,0.039788128941743224,18.63345283275121,1.1752819063492062,1.3312485058253112
0.19132634103715926,1.2088359857204924,0.040138479139824074,19.132634103715926,1.130166012212225,1.2875059592287599
0.19631815374680642,1.1632866040620962,0.04060611937521364,19.63181537468064,1.0837000725347434,1.242873135589449
0.2013099664564536,1.118524227057034,0.041066467709444644,20.13099664564536,1.0380354293742453,1.1990130247398225
0.20630177916610076,1.0763717702494309,0.04140808896253184,20.630177916610076,0.9952134072142379,1.1575301332846237
0.21129359187574792,1.0384768222130787,0.041568770807970404,21.129359187574792,0.9570035285478568,1.1199501158783007
0.21628540458539508,1.0062295762244928,0.04155283991134695,21.628540458539508,0.9247875065428943,1.0876716459060913
0.22127721729504224,0.9806945179468012,0.04142746536284916,22.127721729504223,0.8994981778648363,1.061890858028766
0.22626903000468943,0.962559928674755,0.04129964556796963,22.626903000468943,0.8816141107872653,1.0435057465622448
0.23126084271433658,0.9521083014020788,0.04127939159718285,23.12608427143366,0.8712021805678751,1.0330144222362825
0.23625265542398374,0.9492095816939399,0.04144000896186804,23.625265542398374,0.8679886566096614,1.0304305067782182
0.2412444681336309,0.9533378054703163,0.0417905252571908,24.12444681336309,0.8714298810712109,1.0352457298694218
0.24623628084327806,0.9636102926989127,0.04227242369555347,24.623628084327805,0.8807578647164104,1.0464627206814152
0.25122809355292525,0.9788471592931729,0.04278172607868938,25.122809355292524,0.8949965169824837,1.0626978016038622
0.2562199062625724,0.9976476210457532,0.04320567758382139,25.62199062625724,0.9129660490538137,1.0823291930376926
0.2612117189722196,1.0184784711505217,0.043459205836704755,26.121171897221963,0.9332999929138674,1.103656949387176
0.2662035316818668,1.0397692943956778,0.04351004046496483,26.62035316818668,0.9544911821184663,1.1250474066728893
0.27119534439151394,1.0600084981784874,0.043387239414806385,27.119534439151394,0.9749710715368503,1.1450459248201246
0.2761871571011611,1.0778341338787298,0.04317210969239086,27.61871571011611,0.9932183537450312,1.1624499140124285
0.28117896981080825,1.092113768209561,0.04297351897669395,28.117896981080825,1.0078872187262922,1.1763403176928298
0.2861707825204554,1.1020083329274717,0.04289335965817007,28.61707825204554,1.0179388928215352,1.1860777730334082
0.29116259523010257,1.1070158961397507,0.042992690080815174,29.116259523010257,1.0227517719828605,1.191280020296641
0.29615440793974973,1.1069925980484545,0.04327154719839262,29.615440793974972,1.02218192398428,1.191803272112629
0.3011462206493969,1.1021494957260247,0.04367123992027266,30.114622064939688,1.0165554383220825,1.187743553129967
0.3061380333590441,1.0930256668160332,0.044097721733608514,30.61380333590441,1.0065957204178912,1.1794556132141751
0.31112984606869126,1.080439522817803,0.04445538480235401,31.112984606869126,0.9933085696863199,1.1675704759492862
0.3161216587783384,1.0654217686277017,0.04467828891209467,31.612165877833842,0.9778539314691209,1.1529896057862825
0.3211134714879856,1.0491347117027554,0.04474953112818771,32.11134714879856,0.9614272423664534,1.1368421810390574
0.32610528419763274,1.0327835802267518,0.04470461325123441,32.61052841976328,0.9451641483115403,1.1204030121419633
0.3310970969072799,1.0175260836159281,0.04461870508518023,33.10970969072799,0.9300750286121607,1.1049771386196956
0.33608890961692706,1.004386594762546,0.04458111581016809,33.60889096169271,0.9170092133840074,1.0917639761410847
0.3410807223265742,0.9941810351212492,0.04466414789715781,34.10807223265742,0.9066409138426496,1.081721156399849
0.3460725350362214,0.9874578157619631,0.044896898565135804,34.60725350362214,0.8994615115567489,1.0754541199671772
0.3510643477458686,0.9844590752872069,0.04525434819344691,35.10643477458686,0.8957621826842157,1.073155967890198
0.35605616045551575,0.9851050325452755,0.04566621221540755,35.60561604555158,0.8956009012927136,1.0746091637978374
0.3610479731651629,0.989002635227133,0.046041315347811126,36.10479731651629,0.898763315344572,1.0792419551096941
0.36603978587481006,0.9954779483596352,0.046297409038670134,36.60397858748101,0.9047366940663226,1.0862192026529478
0.3710315985844572,1.0036300119992225,0.04638620149262484,37.10315985844572,0.9127147276940597,1.0945452963043854
0.3760234112941044,1.0124023278628613,0.04630690878813561,37.60234112941044,0.9216424544027342,1.1031622013229885
0.38101522400375154,1.0206668244047306,0.04610563481624566,38.10152240037515,0.9303014406805331,1.1110322081289281
0.3860070367133987,1.0273141960823335,0.045861096759501244,38.60070367133987,0.9374280981422045,1.1172002940224626
0.39099884942304586,1.0313439880983526,0.04566023494642694,39.099884942304584,0.9418515720777186,1.1208364041189864
0.39599066213269307,1.0319477456024835,0.045570602708081304,39.59906621326931,0.9426310055408607,1.1212644856641063
0.40098247484234023,1.0285789755871568,0.045618917066160426,40.09824748423402,0.9391675411237628,1.1179904100505509
0.4059742875519874,1.021004555202273,0.04578415206745244,40.59742875519874,0.9312692660873613,1.110739844317185
0.41096610026163455,1.0093335034121158,0.046007930783607306,41.096610026163454,0.9191596160730338,1.0995073907511979
0.4159579129712817,0.9940206257868245,0.04621750322950803,41.59579129712817,0.9034359840016251,1.084605267572024
0.42094972568092887,0.975844333315136,0.04635195304920203,42.094972568092885,0.8849961747256084,1.0666924919046634
0.425941538390576,0.9558597983871545,0.04638245974837882,42.594153839057604,0.8649518477659532,1.0467677490083558
0.4309333511002232,0.9353304109232746,0.046320748480914574,43.093335110022316,0.8445434121637436,1.0261174096828056
0.43592516380987034,0.9156421045096079,0.04621379613248285,43.592516380987036,0.825064728501065,1.0062194805181508
0.44091697651951756,0.898206418517425,0.046126496746734774,44.091697651951755,0.8078001461608209,0.9886126908740291
0.4459087892291647,0.8843590509902761,0.04611750851550588,44.590878922916474,0.7939703952431654,0.9747477067373869
0.4509006019388119,0.8752610707063695,0.046216468891611066,45.090060193881186,0.784678456186196,0.965843685226543
0.45589241464845903,0.8718098611103547,0.04641133807769108,45.589241464845905,0.7808453100037678,0.9627744122169417
0.4608842273581062,0.8745662662452477,0.046651153509355545,46.08842273581062,0.7831316855296615,0.9660008469608339
0.46587604006775335,0.8837033385203985,0.04686303817469897,46.58760400677534,0.7918534714918628,0.9755532055489342
0.4708678527774005,0.8989806234301003,0.046976654292276356,47.08678527774005,0.8069080729030498,0.9910531739571509
0.47585966548704767,0.9197461594424525,0.04694740497246342,47.58596654870477,0.8277309365288076,1.0117613823560974
0.4808514781966948,0.9449664463003913,0.046771325055385185,48.08514781966948,0.8532963336826205,1.036636558918162
0.485843290906342,0.9732826787969642,0.04648766011356438,48.5843290906342,0.8821685392488388,1.0643968183450896
0.4908351036159892,1.0030896955740167,0.04616820276111926,49.08351036159892,0.9126016809312802,1.0935777102167532
0.49582691632563636,1.032632486273979,0.04589560837220067,49.58269163256364,0.9426787468159108,1.1225862257320474
0.5008187290352835,1.060113851170277,0.04573653639938694,50.08187290352835,0.9704718870498734,1.1497558152906806
0.5058105417449307,1.083806005523129,0.045718612602433276,50.58105417449307,0.9941991713992206,1.1734128396470371
0.5108023544545778,1.1021586246077126,0.04582032910919178,51.08023544545778,1.0123524297939244,1.191964819421501
0.515794167164225,1.1138960565182414,0.04597833476303282,51.5794167164225,1.0237801763135712,1.2040119367229116
0.5207859798738721,1.1180971723053468,0.04610910757360197,52.07859798738721,1.027724982101804,1.2084693625088896
0.5257777925835193,1.114252523700267,0.04613644320417032,52.57777925835193,1.0238267566453154,1.2046782907552185
0.5307696052931664,1.1022950515082723,0.04601534495525062,53.07696052931664,1.0121066326597943,1.1924834703567504
0.5357614180028136,1.0826024198553479,0.045745583743214246,53.57614180028136,0.9929427232668869,1.1722621164438087
0.5407532307124607,1.0559710114542953,0.04537173536100797,54.075323071246075,0.9670440442306373,1.1448979786779534
0.545745043422108,1.0235635666465135,0.044969629711244366,54.574504342210794,0.9354247120143722,1.1117024212786548
0.550736856131755,0.986834245232854,0.04462228685405722,55.073685613175506,0.8993761700910867,1.0742923203746213
0.5557286688414023,0.9474364076110873,0.04439203849738425,55.572866884140225,0.8604296109558985,1.034443204266276
0.5607204815510495,0.90711954378876,0.04429842156735434,56.072048155104945,0.8202962329447732,0.9939428546327469
0.5657122942606966,0.8676224472660389,0.04431078544106106,56.57122942606966,0.7807749036748775,0.9544699908572003
0.5707041069703438,0.8305698914051606,0.04435895362768701,57.070410697034376,0.7436279399030117,0.9175118429073095
0.5756959196799909,0.7973797117187692,0.044357497070299484,57.56959196799909,0.7104406150166412,0.8843188084208972
0.5806877323896381,0.7691863588528649,0.04423419486475445,58.068773238963814,0.6824889300328196,0.8558837876729102
0.5856795450992852,0.7467857292422352,0.043953288352978105,58.56795450992852,0.6606388670682942,0.8329325914161761
0.5906713578089324,0.7306044986491134,0.043527295054653185,59.067135780893246,0.6452925679975448,0.815916429300682
0.5956631705185795,0.7206953959521598,0.043014661748994154,59.56631705185795,0.6363882081169586,0.805002583787361
0.6006549832282267,0.7167579923179311,0.042503498042974444,60.06549832282268,0.6334526669367325,0.8000633176991298
