pctl,beta_1,se,B,half
66.33333333333333,1.0689075029528396,0.12093491264195418,Alphabet,late
67.32323232323232,1.0748690779832883,0.11936958510809294,Alphabet,late
68.31313131313131,1.0800933341086307,0.11785187283720854,Alphabet,late
69.3030303030303,1.0844152356302899,0.11644658615226362,Alphabet,late
70.2929292929293,1.0876645597594101,0.11520968447559342,Alphabet,late
71.28282828282828,1.0896687522214674,0.11418206884493169,Alphabet,late
72.27272727272727,1.0902559225195851,0.11338432856843397,Alphabet,late
73.26262626262626,1.0892579224567438,0.11281325644015722,Alphabet,late
74.25252525252525,1.0865134487480037,0.11244074671136917,Alphabet,late
75.24242424242425,1.0818711088145156,0.11221530936387528,Alphabet,late
76.23232323232322,1.0751923881724792,0.11206598410932442,Alphabet,late
77.22222222222221,1.0663544582225533,0.11190806535965644,Alphabet,late
78.2121212121212,1.0552527646995689,0.11164986464316484,Alphabet,late
79.2020202020202,1.0418033395262483,0.11119976298387017,Alphabet,late
80.1919191919192,1.0259447822774046,0.1104729866740794,Alphabet,late
81.18181818181817,1.007639861831565,0.10939778581562906,Alphabet,late
82.17171717171718,0.9868766939738143,0.10792092856646236,Alphabet,late
83.16161616161615,0.963669456612931,0.10601260185408347,Alphabet,late
84.15151515151514,0.9380586107613413,0.10367091766995173,Alphabet,late
85.14141414141415,0.9101106023664359,0.10092625983504844,Alphabet,late
86.13131313131312,0.8799170273261945,0.09784565348365781,Alphabet,late
87.12121212121212,0.8475932494175611,0.09453714606615644,Alphabet,late
88.1111111111111,0.81327646824999,0.09115374563024864,Alphabet,late
89.1010101010101,0.7771232415627709,0.087895612457218,Alphabet,late
90.0909090909091,0.7393064730486523,0.08500785156766713,Alphabet,late
91.08080808080807,0.7000118832400324,0.08276973636836,Alphabet,late
92.07070707070707,0.659433986678192,0.0814708757487894,Alphabet,late
93.06060606060605,0.6177716034442577,0.08137323929273461,Alphabet,late
94.05050505050505,0.5752229370156576,0.08266647619463936,Alphabet,late
95.04040404040404,0.5319802531852473,0.08543319170918348,Alphabet,late
96.03030303030302,0.48822419631681835,0.0896407523408149,Alphabet,late
97.02020202020202,0.44411777939406205,0.09516284423258904,Alphabet,late
98.010101010101,0.3998000830492834,0.10181835329711687,Alphabet,late
99.0,0.3553796959428448,0.10941061484221522,Alphabet,late
1.0,1.3831917717911193,0.0879298236395058,Lasbet,early
1.9898989898989898,1.3785550757188412,0.08680278628365387,Lasbet,early
2.9797979797979797,1.3739183798648047,0.08568134750684134,Lasbet,early
3.9696969696969697,1.369281684471276,0.08456573047857492,Lasbet,early
4.959595959595959,1.3646449898583952,0.08345616880013898,Lasbet,early
5.94949494949495,1.36000829641356,0.08235290683508953,Lasbet,early
6.939393939393939,1.3553716045807982,0.08125620010627396,Lasbet,early
7.929292929292929,1.350734914850255,0.08016631576375474,Lasbet,early
8.919191919191919,1.3460982277479265,0.07908353312622554,Lasbet,early
9.909090909090908,1.341461543825785,0.07800814429624398,Lasbet,early
10.898989898989898,1.3368248636524367,0.07694045484708349,Lasbet,early
11.888888888888888,1.33218818780444,0.0758807845764267,Lasbet,early
12.878787878787879,1.3275515168584173,0.07482946831967029,Lasbet,early
13.868686868686869,1.3229148513840683,0.07378685681344295,Lasbet,early
14.85858585858586,1.3182781919381814,0.07275331759817638,Lasbet,early
15.848484848484848,1.3136415390597207,0.0717292359472966,Lasbet,early
16.838383838383837,1.30900489326604,0.0707150158098543,Lasbet,early
17.82828282828283,1.3043682550502618,0.06971108075317978,Lasbet,early
18.818181818181817,1.2997316248798219,0.06871787489237151,Lasbet,early
19.80808080808081,1.2950950031961654,0.06773586379401267,Lasbet,early
20.7979797979798,1.290458390415554,0.06676553534232074,Lasbet,early
21.787878787878785,1.2858217869309114,0.06580740055681676,Lasbet,early
22.77777777777778,1.281185193114622,0.06486199435137707,Lasbet,early
23.767676767676768,1.2765486093221734,0.06392987622502881,Lasbet,early
24.757575757575758,1.2719120358965055,0.06301163087490817,Lasbet,early
25.747474747474747,1.2672754731729257,0.062107868721278166,Lasbet,early
26.737373737373737,1.2626389214844287,0.061219226333301215,Lasbet,early
27.727272727272727,1.258002381167247,0.060346366742326435,Lasbet,early
28.71717171717172,1.2533658525664582,0.05948997962678718,Lasbet,early
29.707070707070706,1.2487293360414677,0.05865078134947506,Lasbet,early
30.696969696969695,1.2440928319711888,0.05782951482409379,Lasbet,early
31.686868686868685,1.2394563407587398,0.05702694918379352,Lasbet,early
32.676767676767675,1.2348198628355018,0.05624387922009743,Lasbet,early
33.666666666666664,1.230183398664375,0.05548112455656396,Lasbet,early
34.65656565656566,1.2255469487420967,0.05473952851802704,Lasbet,early
35.64646464646465,1.2209105136005063,0.05401995665369639,Lasbet,early
36.63636363636363,1.2162740938066527,0.05332329487116603,Lasbet,early
37.62626262626262,1.2116376899616752,0.05265044713884589,Lasbet,early
38.61616161616161,1.2070013026984074,0.05200233271684569,Lasbet,early
39.60606060606061,1.2023649326776857,0.05137988288119318,Lasbet,early
40.5959595959596,1.1977285805833657,0.050784037113679015,Lasbet,early
41.58585858585859,1.1930922471160916,0.050215738739702066,Lasbet,early
42.57575757575757,1.1884559329858748,0.04967593000923631,Lasbet,early
43.56565656565656,1.183819638903579,0.04916554663130132,Lasbet,early
44.55555555555556,1.1791833655714343,0.04868551178978142,Lasbet,early
45.54545454545455,1.174547113672716,0.048236729687619946,Lasbet,early
46.535353535353536,1.1699108838607626,0.04782007868665886,Lasbet,early
47.525252525252526,1.165274676747515,0.04743640413088257,Lasbet,early
48.51515151515151,1.1606384928917792,0.047086510960600694,Lasbet,early
49.505050505050505,1.1560023327874238,0.046771156243114564,Lasbet,early
50.494949494949495,1.1513661968517432,0.04649104176055833,Lasbet,early
51.48484848484849,1.1467300854142053,0.04624680680682055,Lasbet,early
52.474747474747474,1.142093998705816,0.046039021351774415,Lasbet,early
53.46464646464646,1.137457936849322,0.0458681797317087,Lasbet,early
54.45454545454545,1.1328218998504695,0.04573469501936326,Lasbet,early
55.44444444444444,1.1281858875905173,0.04563889421517906,Lasbet,early
56.43434343434344,1.1235498998201925,0.04558101438350461,Lasbet,early
57.42424242424242,1.1189139361552531,0.04556119983418262,Lasbet,early
58.414141414141405,1.1142779960737956,0.045579500422169635,Lasbet,early
59.4040404040404,1.1096420789154255,0.045635871006923415,Lasbet,early
60.39393939393939,1.1050061838823702,0.04573017208074989,Lasbet,early
61.38383838383839,1.1003703100425863,0.04586217154275562,Lasbet,early
62.37373737373737,1.0957344563348816,0.04603154756409823,Lasbet,early
63.36363636363637,1.0910986215760328,0.04623789246230939,Lasbet,early
64.35353535353535,1.0864628044698441,0.046480717478770466,Lasbet,early
65.34343434343434,1.0818270036180664,0.04675945833480724,Lasbet,early
66.33333333333333,1.0771912175330502,0.04707348142881892,Lasbet,early
67.32323232323232,1.0725554446519803,0.047422090529478565,Lasbet,early
68.31313131313131,1.0679196833525069,0.04780453381810491,Lasbet,early
69.3030303030303,1.0632839319695644,0.048220011136294476,Lasbet,early
70.2929292929293,1.0586481888131334,0.04866768130210164,Lasbet,early
71.28282828282828,1.0540124521866916,0.049146669368623476,Lasbet,early
72.27272727272727,1.0493767204060773,0.04965607371190862,Lasbet,early
73.26262626262626,1.0447409918184691,0.05019497284981635,Lasbet,early
74.25252525252525,1.040105264821191,0.05076243190903564,Lasbet,early
75.24242424242425,1.035469537880032,0.051357508673283286,Lasbet,early
76.23232323232322,1.0308338095467815,0.05197925916121073,Lasbet,early
77.22222222222221,1.02619807847568,0.05262674269737169,Lasbet,early
78.2121212121212,1.0215623434384997,0.053299026453458326,Lasbet,early
79.2020202020202,1.0169266033379796,0.053995189449727594,Lasbet,early
80.1919191919192,1.0122908572193579,0.0547143260180061,Lasbet,early
81.18181818181817,1.0076551042797726,0.05545554873782876,Lasbet,early
82.17171717171718,1.0030193438753217,0.0562179908661131,Lasbet,early
83.16161616161615,0.9983835755255996,0.057000808288290496,Lasbet,early
84.15151515151514,0.993747798915572,0.05780318102500957,Lasbet,early
85.14141414141415,0.989112013894662,0.05862431433339693,Lasbet,early
86.13131313131312,0.9844762204729793,0.059463439445410646,Lasbet,early
87.12121212121212,0.9798404188146345,0.06031981398806426,Lasbet,early
88.1111111111111,0.9752046092281323,0.06119272213125345,Lasbet,early
89.1010101010101,0.9705687921538639,0.06208147450862967,Lasbet,early
90.0909090909091,0.9659329681487457,0.06298540795550021,Lasbet,early
91.08080808080807,0.9612971378680897,0.06390388510519558,Lasbet,early
92.07070707070707,0.9566613020448076,0.06483629388186599,Lasbet,early
93.06060606060605,0.9520254614660789,0.06578204692342302,Lasbet,early
94.05050505050505,0.9473896169476245,0.0667405809635338,Lasbet,early
95.04040404040404,0.9427537693057466,0.06771135619643834,Lasbet,early
96.03030303030302,0.9381179193272925,0.06869385564315365,Lasbet,early
97.02020202020202,0.9334820677377115,0.06968758453262079,Lasbet,early
98.010101010101,0.9288462151673555,0.07069206970681893,Lasbet,early
99.0,0.9242103621161712,0.07170685905508749,Lasbet,early
1.0,1.2019743461476167,0.2746500660013809,Lasbet,late
1.9898989898989898,1.1828743743468306,0.26011942913305625,Lasbet,late
2.9797979797979797,1.1637896024838998,0.24593106351790608,Lasbet,late
3.9696969696969697,1.1447548184627898,0.23215952771639087,Lasbet,late
4.959595959595959,1.1258231676555075,0.21889413063427965,Lasbet,late
5.94949494949495,1.1070628713008068,0.2062348222131749,Lasbet,late
6.939393939393939,1.088554027689703,0.19428732398367923,Lasbet,late
7.929292929292929,1.0703855138166793,0.18315732095319956,Lasbet,late
8.919191919191919,1.0526520077950736,0.17294363158608492,Lasbet,late
9.909090909090908,1.0354511540031608,0.163730486858218,Lasbet,late
10.898989898989898,1.018880893689802,0.15557940757624744,Lasbet,late
11.888888888888888,1.0030369836739845,0.14852162880186145,Lasbet,late
12.878787878787879,0.9880107248828448,0.14255242826472922,Lasbet,late
13.868686868686869,0.973886920852704,0.13762882390043665,Lasbet,late
14.85858585858586,0.9607420840432074,0.13367169398040157,Lasbet,late
15.848484848484848,0.9486429049660747,0.13057244096880938,Lasbet,late
16.838383838383837,0.9376449957947377,0.12820318376297635,Lasbet,late
17.82828282828283,0.9277919163914883,0.12642861267124386,Lasbet,late
18.818181818181817,0.9191144866604277,0.12511742790746042,Lasbet,late
19.80808080808081,0.9116303849054018,0.12415170125413763,Lasbet,late
20.7979797979798,0.9053440275421519,0.12343325388896932,Lasbet,late
21.787878787878785,0.9002467211805691,0.12288687900767992,Lasbet,late
22.77777777777778,0.89631707385341,0.1224607434314772,Lasbet,late
23.767676767676768,0.893521648114193,0.12212454369949052,Lasbet,late
24.757575757575758,0.8918158349467752,0.12186604355662936,Lasbet,late
25.747474747474747,0.891144924002779,0.12168657915985702,Lasbet,late
26.737373737373737,0.8914453426832816,0.121596057132118,Lasbet,late
27.727272727272727,0.8926460340710431,0.12160792035518948,Lasbet,late
28.71717171717172,0.8946699417520712,0.12173451620092283,Lasbet,late
29.707070707070706,0.8974355681820584,0.12198325314928793,Lasbet,late
30.696969696969695,0.9008585724839664,0.12235385376988664,Lasbet,late
31.686868686868685,0.9048533734249851,0.12283689507205087,Lasbet,late
32.676767676767675,0.9093347238191398,0.12341367921476659,Lasbet,late
33.666666666666664,0.9142192237277482,0.12405732245248835,Lasbet,late
34.65656565656566,0.919426741563637,0.12473481835445631,Lasbet,late
35.64646464646465,0.9248817145137705,0.1254097471789965,Lasbet,late
36.63636363636363,0.9305143025353906,0.12604527643356134,Lasbet,late
37.62626262626262,0.9362613734983316,0.1266071216277687,Lasbet,late
38.61616161616161,0.9420673007777662,0.1270661938547254,Lasbet,late
39.60606060606061,0.9478845586751847,0.1274007323253146,Lasbet,late
40.5959595959596,0.9536741053827628,0.12759778954299708,Lasbet,late
41.58585858585859,0.9594055477238533,0.127653995778386,Lasbet,late
42.57575757575757,0.9650570865126102,0.12757557621759877,Lasbet,late
43.56565656565656,0.970615245990151,0.12737763194804272,Lasbet,late
44.55555555555556,0.9760743953234087,0.12708273055800953,Lasbet,late
45.54545454545455,0.9814360745084253,0.12671888925798575,Lasbet,late
46.535353535353536,0.9867081411177305,0.12631707655022625,Lasbet,late
47.525252525252526,0.9919037580919596,0.12590840700599826,Lasbet,late
48.51515151515151,0.9970402461255201,0.12552125190914948,Lasbet,late
49.505050505050505,1.00213782706988,0.12517852568754712,Lasbet,late
50.494949494949495,1.007218287118882,0.12489542080810814,Lasbet,late
51.48484848484849,1.0123035903026971,0.12467784053234107,Lasbet,late
52.474747474747474,1.0174144739649904,0.12452171507114693,Lasbet,late
53.46464646464646,1.0225690584082106,0.12441328857623626,Lasbet,late
54.45454545454545,1.0277815027534467,0.12433034909742079,Lasbet,late
55.44444444444444,1.0330607382748525,0.12424426395324918,Lasbet,late
56.43434343434344,1.0384093090480655,0.12412259984169476,Lasbet,late
57.42424242424242,1.0438223477227053,0.12393206267641245,Lasbet,late
58.414141414141405,1.0492867116285691,0.12364148725491668,Lasbet,late
59.4040404040404,1.0547803013016759,0.12322463249606981,Lasbet,late
60.39393939393939,1.0602715799283267,0.12266258044223144,Lasbet,late
61.38383838383839,1.0657193082203187,0.12194558332981796,Lasbet,late
62.37373737373737,1.0710725049270855,0.12107424374679167,Lasbet,late
63.36363636363637,1.0762706386426433,0.12005994476946995,Lasbet,late
64.35353535353535,1.0812440518621436,0.11892447196349806,Lasbet,late
65.34343434343434,1.0859146134742708,0.11769879352465536,Lasbet,late
66.33333333333333,1.0901965911315241,0.11642099763775711,Lasbet,late
67.32323232323232,1.093997730310969,0.1151334368372519,Lasbet,late
68.31313131313131,1.0972205224511766,0.1138792043459876,Lasbet,late
69.3030303030303,1.0997636404106397,0.11269816613930435,Lasbet,late
70.2929292929293,1.101523515718295,0.11162288182706928,Lasbet,late
71.28282828282828,1.1023960287487313,0.11067484060358664,Lasbet,late
72.27272727272727,1.102278280117627,0.10986147994215682,Lasbet,late
73.26262626262626,1.101070409309802,0.10917441322149916,Lasbet,late
74.25252525252525,1.0986774248668847,0.10858915837359234,Lasbet,late
75.24242424242425,1.0950110094050345,0.10806645600905256,Lasbet,late
76.23232323232322,1.0899912623250674,0.1075550439736885,Lasbet,late
77.22222222222221,1.0835483433243636,0.10699557593422297,Lasbet,late
78.2121212121212,1.0756239807159524,0.10632527741549977,Lasbet,late
79.2020202020202,1.0661728100862085,0.1054829343043328,Lasbet,late
80.1919191919192,1.055163510947061,0.10441388613474627,Lasbet,late
81.18181818181817,1.042579711717881,0.10307481318228567,Lasbet,late
82.17171717171718,1.0284206365513402,0.10143822599292468,Lasbet,late
83.16161616161615,1.0127014711305806,0.09949666050678344,Lasbet,late
84.15151515151514,0.9954534285376867,0.09726663124900886,Lasbet,late
85.14141414141415,0.9767235005415614,0.0947923787423192,Lasbet,late
86.13131313131312,0.9565738840879644,0.09214933363856782,Lasbet,late
87.12121212121212,0.9350810772992162,0.0894469582569595,Lasbet,late
88.1111111111111,0.9123346438078171,0.08683015567584185,Lasbet,late
89.1010101010101,0.8884356486542175,0.08447774390972508,Lasbet,late
90.0909090909091,0.8634947731735321,0.08259575933196081,Lasbet,late
91.08080808080807,0.8376301201768763,0.08140317820677805,Lasbet,late
92.07070707070707,0.810964724201541,0.08110908136822263,Lasbet,late
93.06060606060605,0.7836237845655265,0.08188409228055009,Lasbet,late
94.05050505050505,0.7557316413258204,0.08383385529344897,Lasbet,late
95.04040404040404,0.7274085159211707,0.08698445804075013,Lasbet,late
96.03030303030302,0.6987670392031735,0.09128565159548002,Lasbet,late
97.02020202020202,0.6699085896524959,0.09662950475204957,Lasbet,late
98.010101010101,0.6409194637793367,0.10287610378183261,Lasbet,late
99.0,0.6118668989634533,0.10987782842088974,Lasbet,late
1.0,1.8962190552587157,0.1243999875503204,Suprabets,early
1.9898989898989898,1.8798505163654116,0.11920227604537201,Suprabets,early
2.9797979797979797,1.8634909661509922,0.11421232602214,Suprabets,early
3.9696969696969697,1.847150076027406,0.10946019476624959,Suprabets,early
4.959595959595959,1.8308402814328946,0.10497723544655657,Suprabets,early
5.94949494949495,1.8145761932995743,0.10079422446543401,Suprabets,early
6.939393939393939,1.7983740318919907,0.09693935484435635,Suprabets,early
7.929292929292929,1.7822510864830399,0.0934361953870815,Suprabets,early
8.919191919191919,1.7662252046324414,0.09030177058479376,Suprabets,early
9.909090909090908,1.7503143149680862,0.08754496177049662,Suprabets,early
10.898989898989898,1.734535987351545,0.08516544647403537,Suprabets,early
11.888888888888888,1.7189070341456198,0.08315336220349216,Suprabets,early
12.878787878787879,1.7034431560066314,0.08148979648778996,Suprabets,early
13.868686868686869,1.6881586352103537,0.08014808012274496,Suprabets,early
14.85858585858586,1.673066079002527,0.07909572715471622,Suprabets,early
15.848484848484848,1.658176214858201,0.07829676203532798,Suprabets,early
16.838383838383837,1.6434977388554366,0.07771413003136972,Suprabets,early
17.82828282828283,1.6290372176350214,0.07731190756830134,Suprabets,early
18.818181818181817,1.6147990436469932,0.07705709900024701,Suprabets,early
19.80808080808081,1.6007854425943004,0.0769208982894965,Suprabets,early
20.7979797979798,1.586996531190871,0.07687938276268586,Suprabets,early
21.787878787878785,1.5734304225751345,0.0769136756436534,Suprabets,early
22.77777777777778,1.5600833759756498,0.07700965948985435,Suprabets,early
23.767676767676768,1.5469499865294747,0.0771573465997744,Suprabets,early
24.757575757575758,1.5340234105210506,0.07735002064431232,Suprabets,early
25.747474747474747,1.521295620752877,0.07758326170733026,Suprabets,early
26.737373737373737,1.5087576862909922,0.07785395832795847,Suprabets,early
27.727272727272727,1.496400070458165,0.07815939689102291,Suprabets,early
28.71717171717172,1.484212940683614,0.07849650153682386,Suprabets,early
29.707070707070706,1.4721864836657046,0.07886127714317112,Suprabets,early
30.696969696969695,1.4603112192678034,0.07924848480608036,Suprabets,early
31.686868686868685,1.4485783066479017,0.0796515552660939,Suprabets,early
32.676767676767675,1.436979836319261,0.08006272309042967,Suprabets,early
33.666666666666664,1.4255091021490651,0.08047334538515363,Suprabets,early
34.65656565656566,1.4141608477196181,0.08087435514697668,Suprabets,early
35.64646464646465,1.4029314819946757,0.0812567919611054,Suprabets,early
36.63636363636363,1.3918192598428976,0.08161235151269426,Suprabets,early
37.62626262626262,1.3808244236594551,0.08193389939774431,Suprabets,early
38.61616161616161,1.3699493030845475,0.08221590263259923,Suprabets,early
39.60606060606061,1.359198370628727,0.0824547426305429,Suprabets,early
40.5959595959596,1.348578251864856,0.08264888501651996,Suprabets,early
41.58585858585859,1.3380976897201529,0.08279889361839511,Suprabets,early
42.57575757575757,1.3277674632826588,0.08290728778190476,Suprabets,early
43.56565656565656,1.317600262408418,0.08297825351178907,Suprabets,early
44.55555555555556,1.3076105202626183,0.08301722960989548,Suprabets,early
45.54545454545455,1.297814206734288,0.08303039962863296,Suprabets,early
46.535353535353536,1.2882285864146097,0.08302412854522355,Suprabets,early
47.525252525252526,1.2788719455104813,0.08300438883178417,Suprabets,early
48.51515151515151,1.2697632926642357,0.0829762231720344,Suprabets,early
49.505050505050505,1.2609220391562044,0.08294328966527088,Suprabets,early
50.494949494949495,1.2523676643704034,0.08290752951411506,Suprabets,early
51.48484848484849,1.244119372697126,0.0828689870443184,Suprabets,early
52.474747474747474,1.2361957482242898,0.0828257982839678,Suprabets,early
53.46464646464646,1.228614413628682,0.0827743487098979,Suprabets,early
54.45454545454545,1.2213916996176757,0.08270958502166113,Suprabets,early
55.44444444444444,1.2145423310928245,0.08262545182523298,Suprabets,early
56.43434343434344,1.2080791359124754,0.08251541344570346,Suprabets,early
57.42424242424242,1.2020127817254667,0.08237301466799246,Suprabets,early
58.414141414141405,1.1963515458413891,0.08219243225015739,Suprabets,early
59.4040404040404,1.191101122503029,0.08196897118934876,Suprabets,early
60.39393939393939,1.1862644712448938,0.08169946519538004,Suprabets,early
61.38383838383839,1.1818417092708466,0.08138254877887192,Suprabets,early
62.37373737373737,1.177830049977725,0.08101877802784475,Suprabets,early
63.36363636363637,1.1742237889053064,0.0806105879774502,Suprabets,early
64.35353535353535,1.1710143375218824,0.08016208612757698,Suprabets,early
65.34343434343434,1.168190304375761,0.0796786938897402,Suprabets,early
66.33333333333333,1.1657376222701348,0.07916666024405931,Suprabets,early
67.32323232323232,1.1636397192714927,0.07863248411608331,Suprabets,early
68.31313131313131,1.1618777305534898,0.07808229304424223,Suprabets,early
69.3030303030303,1.1604307473242765,0.07752123434110175,Suprabets,early
70.2929292929293,1.1592760983998103,0.07695293968848202,Suprabets,early
71.28282828282828,1.1583896593810765,0.0763791235936164,Suprabets,early
72.27272727272727,1.1577461838804033,0.07579936954418912,Suprabets,early
73.26262626262626,1.1573196508305854,0.07521114511536305,Suprabets,early
74.25252525252525,1.1570836216075615,0.07461006987134403,Suprabets,early
75.24242424242425,1.1570116005078646,0.07399043978735331,Suprabets,early
76.23232323232322,1.1570773920498667,0.07334599169086557,Suprabets,early
77.22222222222221,1.157255448613228,0.07267087327781287,Suprabets,early
78.2121212121212,1.1575212020923937,0.07196077011993374,Suprabets,early
79.2020202020202,1.1578513735141651,0.07121413093705022,Suprabets,early
80.1919191919192,1.158224254950072,0.07043342502635379,Suprabets,early
81.18181818181817,1.158619958533627,0.0696263587138314,Suprabets,early
82.17171717171718,1.1590206279607052,0.06880696803901158,Suprabets,early
83.16161616161615,1.1594106084955622,0.06799648998432106,Suprabets,early
84.15151515151514,1.1597765722132725,0.06722389356515027,Suprabets,early
85.14141414141415,1.1601075959661937,0.06652592795100155,Suprabets,early
86.13131313131312,1.1603951903506253,0.06594652674273753,Suprabets,early
87.12121212121212,1.1606332787542581,0.06553541307738275,Suprabets,early
88.1111111111111,1.1608181263673134,0.06534580375821446,Suprabets,early
89.1010101010101,1.1609482198225558,0.06543123478085307,Suprabets,early
90.0909090909091,1.1610240988735874,0.06584172830269976,Suprabets,early
91.08080808080807,1.161048142209324,0.0666197538485431,Suprabets,early
92.07070707070707,1.1610243101175968,0.0677966183628664,Suprabets,early
93.06060606060605,1.160957847236146,0.06938994739952026,Suprabets,early
94.05050505050505,1.160854949049351,0.07140273717288814,Suprabets,early
95.04040404040404,1.1607223960878503,0.07382410964101699,Suprabets,early
96.03030303030302,1.1605671599536103,0.0766315260775219,Suprabets,early
97.02020202020202,1.1603959853122936,0.07979395549194637,Suprabets,early
98.010101010101,1.1602149518570841,0.0832754253376289,Suprabets,early
99.0,1.1600290199443442,0.08703847747444964,Suprabets,early
1.0,0.962270860169649,0.3036492603325832,Suprabets,late
1.9898989898989898,0.9414840630331773,0.286469948346723,Suprabets,late
2.9797979797979797,0.9207074734549905,0.2696694692601076,Suprabets,late
3.9696969696969697,0.8999700199437326,0.2533380731146541,Suprabets,late
4.959595959595959,0.8793192549926498,0.2375879740585953,Suprabets,late
5.94949494949495,0.8588184986751772,0.22254864186270493,Suprabets,late
6.939393939393939,0.8385440269216471,0.20836101656967312,Suprabets,late
7.929292929292929,0.8185823316141989,0.19517021374042268,Suprabets,late
8.919191919191919,0.7990274686181433,0.18311631678877632,Suprabets,late
9.909090909090908,0.7799785113912971,0.17232310653570254,Suprabets,late
10.898989898989898,0.7615371286132939,0.16288517189769822,Suprabets,late
11.888888888888888,0.7438053043944197,0.15485480083014858,Suprabets,late
12.878787878787879,0.726883219102475,0.14823111992030466,Suprabets,late
13.868686868686869,0.7108673077379608,0.1429545447459397,Suprabets,late
14.85858585858586,0.6958485111485799,0.1389090387208565,Suprabets,late
15.848484848484848,0.6819107332669989,0.13593276680889668,Suprabets,late
16.838383838383837,0.6691295150480887,0.13383520569148946,Suprabets,late
17.82828282828283,0.6575709329442118,0.13241693586612788,Suprabets,late
18.818181818181817,0.6472907266652366,0.1314880837025297,Suprabets,late
19.80808080808081,0.6383336576997164,0.13088254858592327,Suprabets,late
20.7979797979798,0.6307330967029333,0.13046685473369304,Suprabets,late
21.787878787878785,0.6245108344638112,0.13014386243630588,Suprabets,late
22.77777777777778,0.619677107822096,0.12985230971244424,Suprabets,late
23.767676767676768,0.6162308286926615,0.129563323849898,Suprabets,late
24.757575757575758,0.6141600013349129,0.12927490433237268,Suprabets,late
25.747474747474747,0.6134423102464711,0.1290051631032459,Suprabets,late
26.737373737373737,0.6140458586195088,0.1287849429571493,Suprabets,late
27.727272727272727,0.6159300352264764,0.12865035770385116,Suprabets,late
28.71717171717172,0.6190464859425902,0.12863578733274378,Suprabets,late
29.707070707070706,0.6233401648996133,0.12876786593848885,Suprabets,late
30.696969696969695,0.6287504395241451,0.12906096183192461,Suprabets,late
31.686868686868685,0.6352122234594657,0.12951452769232763,Suprabets,late
32.676767676767675,0.6426571116079983,0.13011248974078088,Suprabets,late
33.666666666666664,0.6510144922576846,0.13082458576112868,Suprabets,late
34.65656565656566,0.6602126124552223,0.13160931556872374,Suprabets,late
35.64646464646465,0.6701795744388627,0.13241799508567198,Suprabets,late
36.63636363636363,0.6808442430102165,0.13319933902442252,Suprabets,late
37.62626262626262,0.6921370461674794,0.13390403219587735,Suprabets,late
38.61616161616161,0.7039906540929307,0.1344888525537076,Suprabets,late
39.60606060606061,0.7163405246305664,0.13492003832047078,Suprabets,late
40.5959595959596,0.7291253066447168,0.13517571281911653,Suprabets,late
41.58585858585859,0.7422870960528186,0.13524727559289856,Suprabets,late
42.57575757575757,0.755771542807401,0.13513973397943468,Suprabets,late
43.56565656565656,0.769527810594485,0.13487099298365743,Suprabets,late
44.55555555555556,0.7835083944483426,0.13447015559187542,Suprabets,late
45.54545454545455,0.7976688047873318,0.13397492362555358,Suprabets,late
46.535353535353536,0.8119671294861697,0.1334282408127765,Suprabets,late
47.525252525252526,0.8263634884539159,0.13287438861654355,Suprabets,late
48.51515151515151,0.8408193977268026,0.13235482596921377,Suprabets,late
49.505050505050505,0.8552970622590724,0.1319041402851133,Suprabets,late
50.494949494949495,0.8697586183587303,0.13154652431376715,Suprabets,late
51.48484848484849,0.8841653480322634,0.1312931855291051,Suprabets,late
52.474747474747474,0.8984768883446468,0.13114101552742202,Suprabets,late
53.46464646464646,0.9126504592498075,0.13107270013906955,Suprabets,late
54.45454545454545,0.926640133193027,0.13105826370473353,Suprabets,late
55.44444444444444,0.9403961691310334,0.13105785568229641,Suprabets,late
56.43434343434344,0.9538644324681713,0.13102544627441887,Suprabets,late
57.42424242424242,0.9669859207880556,0.13091302556750808,Suprabets,late
58.414141414141405,0.9796964131986631,0.13067489959520034,Suprabets,late
59.4040404040404,0.9919262586427531,0.13027172872490234,Suprabets,late
60.39393939393939,1.003600315700722,0.1296740314898651,Suprabets,late
61.38383838383839,1.014638053282273,0.12886495487078817,Suprabets,late
62.37373737373737,1.0249538182257592,0.12784217309862825,Suprabets,late
63.36363636363637,1.0344572722637342,0.12661881490967156,Suprabets,late
64.35353535353535,1.0430539971374966,0.12522333689871604,Suprabets,late
65.34343434343434,1.050646262922893,0.12369826874141242,Suprabets,late
66.33333333333333,1.0571339509351056,0.12209777096455411,Suprabets,late
67.32323232323232,1.0624156189828224,0.12048398795505151,Suprabets,late
68.31313131313131,1.0663896933112,0.11892226837123486,Suprabets,late
69.3030303030303,1.0689557683748219,0.11747547435666668,Suprabets,late
70.2929292929293,1.0700159926782185,0.11619780180260948,Suprabets,late
71.28282828282828,1.069476516369051,0.11512874590120327,Suprabets,late
72.27272727272727,1.067248974117662,0.11428799618634619,Suprabets,late
73.26262626262626,1.0632519751084195,0.11367204948320404,Suprabets,late
74.25252525252525,1.0574125707371194,0.11325313709609222,Suprabets,late
75.24242424242425,1.0496676698787697,0.11298069838219811,Suprabets,late
76.23232323232322,1.0399653713770767,0.1127852010758943,Suprabets,late
77.22222222222221,1.028266183714448,0.11258374891527574,Suprabets,late
78.2121212121212,1.0145441026451665,0.11228673433082863,Suprabets,late
79.2020202020202,0.9987875188977011,0.11180481274990245,Suprabets,late
