pctl,beta_1,se,B,half
22.77777777777778,0.8078927504770086,0.12785060019209166,GGBET,late
23.767676767676768,0.8157039915846948,0.12569181636648932,GGBET,late
24.757575757575758,0.8233475083013477,0.1238364104781378,GGBET,late
25.747474747474747,0.8308035990011283,0.12225880751683443,GGBET,late
26.737373737373737,0.8380528810719597,0.12093682028794296,GGBET,late
27.727272727272727,0.8450766832317418,0.11985042262345924,GGBET,late
28.71717171717172,0.8518574448707121,0.11898037018883545,GGBET,late
29.707070707070706,0.8583791127451876,0.11830688692828933,GGBET,late
30.696969696969695,0.8646275250851454,0.11780860722434097,GGBET,late
31.686868686868685,0.8705907731461149,0.11746191388473155,GGBET,late
32.676767676767675,0.8762595304376615,0.11724074800154632,GGBET,late
33.666666666666664,0.8816273402940256,0.11711689859133224,GGBET,late
34.65656565656566,0.8866908531103198,0.1170607180990549,GGBET,late
35.64646464646465,0.8914500054380127,0.11704216274833965,GGBET,late
36.63636363636363,0.8959081342000779,0.11703202897787322,GGBET,late
37.62626262626262,0.9000720205283415,0.1170032490890093,GGBET,late
38.61616161616161,0.9039518591188256,0.11693211743458266,GGBET,late
39.60606060606061,0.9075611505176366,0.11679933777213103,GGBET,late
40.5959595959596,0.9109165153592752,0.11659080740595848,GGBET,late
41.58585858585859,0.9140374312488194,0.11629808022218452,GGBET,late
42.57575757575757,0.9169458946745396,0.11591847617990414,GGBET,late
43.56565656565656,0.9196660120233136,0.11545482842249323,GGBET,late
44.55555555555556,0.9222235254121441,0.11491488125137786,GGBET,late
45.54545454545455,0.9246452806106024,0.11431037358957509,GGBET,late
46.535353535353536,0.92695864577728,0.11365586387976555,GGBET,late
47.525252525252526,0.9291908910370642,0.11296737343366374,GGBET,late
48.51515151515151,0.9313685400557743,0.11226094470056697,GGBET,late
49.505050505050505,0.933516705698863,0.11155122611652885,GGBET,late
50.494949494949495,0.9356584225688925,0.11085020262084025,GGBET,late
51.48484848484849,0.9378139896844202,0.11016618706803716,GGBET,late
52.474747474747474,0.9400003367771281,0.1095031703017902,GGBET,late
53.46464646464646,0.942230427635606,0.10886059662421894,GGBET,late
54.45454545454545,0.9445127136096074,0.10823358978591323,GGBET,late
55.44444444444444,0.9468506498089514,0.10761360807255801,GGBET,late
56.43434343434344,0.9492422856933173,0.10698946255744264,GGBET,late
57.42424242424242,0.9516799406642874,0.10634859663193798,GGBET,late
58.414141414141405,0.9541499739557985,0.10567850189098656,GGBET,late
59.4040404040404,0.956632656594491,0.10496813672489556,GGBET,late
60.39393939393939,0.959102151492568,0.1042092181548025,GGBET,late
61.38383838383839,0.9615266058716926,0.10339727140461671,GGBET,late
62.37373737373737,0.9638683582292387,0.10253234191614857,GGBET,late
63.36363636363637,0.9660842599826973,0.1016192983028835,GGBET,late
64.35353535353535,0.9681261098009435,0.10066768092018176,GGBET,late
65.34343434343434,0.9699411964904219,0.09969107965679472,GGBET,late
66.33333333333333,0.97147294418873,0.09870605752056913,GGBET,late
67.32323232323232,0.9726616515657152,0.09773067474672366,GGBET,late
68.31313131313131,0.973445314780899,0.09678271110106541,GGBET,late
69.3030303030303,0.9737605221312908,0.09587772851738773,GGBET,late
70.2929292929293,0.973543406679042,0.09502715542648871,GGBET,late
71.28282828282828,0.972730641704506,0.09423659857224767,GGBET,late
72.27272727272727,0.9712604626138427,0.09350458800761154,GGBET,late
73.26262626262626,0.9690736979642199,0.09282193019746354,GGBET,late
74.25252525252525,0.9661147915719541,0.092171783908391,GGBET,late
75.24242424242425,0.9623327972529131,0.0915304937172149,GGBET,late
76.23232323232322,0.9576823276179152,0.09086913287554735,GGBET,late
77.22222222222221,0.9521244385110994,0.09015563847218654,GGBET,late
78.2121212121212,0.9456274311333468,0.08935738012877258,GGBET,late
79.2020202020202,0.9381675546267487,0.08844399306918074,GGBET,late
80.1919191919192,0.9297295928958917,0.08739032271079754,GGBET,late
81.18181818181817,0.9203073206875718,0.08617936009503907,GGBET,late
82.17171717171718,0.9099038154182066,0.08480508186883728,GGBET,late
83.16161616161615,0.898531612898303,0.08327513104579229,GGBET,late
84.15151515151514,0.8862126969229289,0.08161327125061932,GGBET,late
85.14141414141415,0.8729783146387384,0.07986150251064857,GGBET,late
86.13131313131312,0.8588686116223573,0.0780816251552778,GGBET,late
87.12121212121212,0.8439320826691313,0.07635586935165216,GGBET,late
88.1111111111111,0.8282248363507893,0.0747859836365943,GGBET,late
89.1010101010101,0.8118096734112542,0.07348996737176827,GGBET,late
90.0909090909091,0.7947549809847066,0.07259561070283353,GGBET,late
91.08080808080807,0.7771334463944923,0.07223043803333899,GGBET,late
92.07070707070707,0.7590205958806937,0.07250874672200926,GGBET,late
93.06060606060605,0.7404931649648536,0.0735180092129813,GGBET,late
94.05050505050505,0.7216273082518978,0.07530813867003658,GGBET,late
95.04040404040404,0.7024966572523252,0.07788690829117043,GGBET,late
96.03030303030302,0.6831702352472797,0.08122283673991326,GGBET,late
97.02020202020202,0.663710238281735,0.08525417829558395,GGBET,late
98.010101010101,0.6441696910276498,0.08990093235043656,GGBET,late
99.0,0.6245899854833488,0.09507677029623315,GGBET,late
1.0,0.9144269085452654,0.11217521010631994,Marathonbet,early
1.9898989898989898,0.9340551681785114,0.10483644829780303,Marathonbet,early
2.9797979797979797,0.9536612291809023,0.09789441124785414,Marathonbet,early
3.9696969696969697,0.9732202515877992,0.09144200854488897,Marathonbet,early
4.959595959595959,0.9926993019532208,0.08558198874748094,Marathonbet,early
5.94949494949495,1.0120583377159673,0.08041912169117395,Marathonbet,early
6.939393939393939,1.031251153148785,0.07604897536209819,Marathonbet,early
7.929292929292929,1.0502262883681022,0.07254368110406058,Marathonbet,early
8.919191919191919,1.068927902904052,0.06993695845947083,Marathonbet,early
9.909090909090908,1.0872966152956014,0.0682126521953387,Marathonbet,early
10.898989898989898,1.1052703100917824,0.06730145766977023,Marathonbet,early
11.888888888888888,1.1227849135072958,0.06708811488592749,Marathonbet,early
12.878787878787879,1.1397751388050217,0.06742711075537683,Marathonbet,early
13.868686868686869,1.1561752022644454,0.06816174000418188,Marathonbet,early
14.85858585858586,1.1719195103501905,0.0691412417934865,Marathonbet,early
15.848484848484848,1.1869433184250928,0.07023297910437586,Marathonbet,early
16.838383838383837,1.2011833610651947,0.07132919980992815,Marathonbet,early
17.82828282828283,1.2145784537363489,0.07234945242613039,Marathonbet,early
18.818181818181817,1.2270700652927995,0.07324012017374971,Marathonbet,early
19.80808080808081,1.238602860465,0.07397228303583832,Marathonbet,early
20.7979797979798,1.2491252112240758,0.07453868733208073,Marathonbet,early
21.787878787878785,1.2585896756521255,0.07495023593773276,Marathonbet,early
22.77777777777778,1.2669534427184503,0.07523217732502799,Marathonbet,early
