beta_1,se,pctl,level,model
1.4452891796739982,0.053349851730756515,1.0,0.0,M0 gepoolt (raw LD)
1.430001589187955,0.04875493534636005,1.9898989898989898,0.0,M0 gepoolt (raw LD)
1.4147943514805073,0.04443375602911829,2.9797979797979797,0.0,M0 gepoolt (raw LD)
1.3997078984885305,0.040465602264723746,3.9696969696969697,0.0,M0 gepoolt (raw LD)
1.384782662148897,0.03693963110758424,4.959595959595959,0.0,M0 gepoolt (raw LD)
1.3700590743984813,0.03395090621835179,5.94949494949495,0.0,M0 gepoolt (raw LD)
1.3555775671741563,0.031590033913114476,6.939393939393939,0.0,M0 gepoolt (raw LD)
1.3413785724127962,0.029924874298864763,7.929292929292929,0.0,M0 gepoolt (raw LD)
1.3275025220512744,0.028977887215602367,8.919191919191919,0.0,M0 gepoolt (raw LD)
1.313989848026465,0.028709754647774,9.909090909090908,0.0,M0 gepoolt (raw LD)
1.3008809822752407,0.029020742470575015,10.898989898989898,0.0,M0 gepoolt (raw LD)
1.2882163567344758,0.029770656915264725,11.888888888888888,0.0,M0 gepoolt (raw LD)
1.2760364033410443,0.030805932158761724,12.878787878787879,0.0,M0 gepoolt (raw LD)
1.2643815540318193,0.03198121636327305,13.868686868686869,0.0,M0 gepoolt (raw LD)
1.2532922407436746,0.033170675721711264,14.85858585858586,0.0,M0 gepoolt (raw LD)
1.2428088954134837,0.03427106106847353,15.848484848484848,0.0,M0 gepoolt (raw LD)
1.2329719499781204,0.03520049677283663,16.838383838383837,0.0,M0 gepoolt (raw LD)
1.2238218363744584,0.0358960179129996,17.82828282828283,0.0,M0 gepoolt (raw LD)
1.2153989865393717,0.03631152384315004,18.818181818181817,0.0,M0 gepoolt (raw LD)
1.2077438324097334,0.03641695573474096,19.80808080808081,0.0,M0 gepoolt (raw LD)
1.2008867213909638,0.03620390824163999,20.7979797979798,0.0,M0 gepoolt (raw LD)
1.1947804911822708,0.03571758412722681,21.787878787878785,0.0,M0 gepoolt (raw LD)
1.1893420385962772,0.035032389725664075,22.77777777777778,0.0,M0 gepoolt (raw LD)
1.184488063529319,0.03423194074556499,23.767676767676768,0.0,M0 gepoolt (raw LD)
1.180135265877733,0.033406408852713745,24.757575757575758,0.0,M0 gepoolt (raw LD)
1.1762003455378565,0.032648714413394904,25.747474747474747,0.0,M0 gepoolt (raw LD)
1.1726000024060248,0.03204868182935295,26.737373737373737,0.0,M0 gepoolt (raw LD)
1.1692509363785746,0.03168496663424665,27.727272727272727,0.0,M0 gepoolt (raw LD)
1.1660698473518423,0.03161572804433841,28.71717171717172,0.0,M0 gepoolt (raw LD)
1.1629734352221646,0.03187037105851917,29.707070707070706,0.0,M0 gepoolt (raw LD)
1.159878399885877,0.03244520520921209,30.696969696969695,0.0,M0 gepoolt (raw LD)
1.1567014412393166,0.033304721256990334,31.686868686868685,0.0,M0 gepoolt (raw LD)
1.1533592591788198,0.03438786235786287,32.676767676767675,0.0,M0 gepoolt (raw LD)
1.149768553600722,0.03561681134995389,33.666666666666664,0.0,M0 gepoolt (raw LD)
1.1458460244013609,0.03690558347114401,34.65656565656566,0.0,M0 gepoolt (raw LD)
1.1415083714770722,0.038166773770839366,35.64646464646465,0.0,M0 gepoolt (raw LD)
1.1366722947241925,0.03931609423810524,36.63636363636363,0.0,M0 gepoolt (raw LD)
1.131254494039058,0.04027515395512363,37.62626262626262,0.0,M0 gepoolt (raw LD)
1.1251716693180052,0.04097322638072424,38.61616161616161,0.0,M0 gepoolt (raw LD)
1.1183405204573706,0.04134875167339873,39.60606060606061,0.0,M0 gepoolt (raw LD)
1.1106846626692586,0.04135409349880669,40.5959595959596,0.0,M0 gepoolt (raw LD)
1.1022361210020872,0.04099914282825177,41.58585858585859,0.0,M0 gepoolt (raw LD)
1.0931129735522869,0.040341393469823135,42.57575757575757,0.0,M0 gepoolt (raw LD)
1.0834356674761143,0.039449302567149416,43.56565656565656,0.0,M0 gepoolt (raw LD)
1.0733246499298261,0.038399437769795514,44.55555555555556,0.0,M0 gepoolt (raw LD)
1.0629003680696816,0.03727464797215894,45.54545454545455,0.0,M0 gepoolt (raw LD)
1.0522832690519355,0.03616156576602107,46.535353535353536,0.0,M0 gepoolt (raw LD)
