pctl,beta_1,std_beta_1,beta_0,std_beta_0,rmse
2,1.9500567985251198,0.31633316124487026,-0.019072590341934027,0.0028251474607935193,0.45518501351397594
4,1.315692838126795,0.09111269714639321,-0.019427132900145017,0.09906514402845097,0.4549902946819921
6,1.2135500915804447,0.07988658129437899,-0.019237879885660947,0.0026535299560921355,0.4548195847544598
8,1.2463618722610452,,-0.01897586703313296,0.0026140520658372197,0.45458234503260914
10,1.230740311797377,0.09252838009747741,-0.0191155077594428,0.002664557638787519,0.4543771329417752
12,1.177789282323597,0.05110126153761887,-0.01965427474323986,0.09798848662979567,0.4541905984846196
14,1.2109478067871307,0.03881960708536513,-0.019830100778971183,0.08006816460745148,0.45390349834524707
16,1.2406168889960325,0.0517301827885346,-0.019795127299870492,0.0048091179339157806,0.45359580043634024
18,1.2294974838401735,0.04576756137451856,-0.019742847242168203,0.002732960053455966,0.4533900305196501
20,1.1953205657868622,0.043044017944617624,-0.019708865776811794,0.0027433861309181904,0.45323288324410327
22,1.1668613951976634,0.03931619124074433,-0.019536923763160297,0.002684093300916531,0.4530734842961017
24,1.144984767330289,0.033289627398729635,-0.019747315080570645,0.005906236718151371,0.45292684075040723
26,1.1115355473553425,0.031794299392464635,-0.019668456778161286,0.004477990715095015,0.4528724656364101
28,1.1022015965474135,0.030712274873582215,-0.019621399874084643,0.0035779834488394915,0.4527159140361239
30,1.0789392200016759,0.029452238823003542,-0.019552538906348765,0.003252602886513436,0.452609328585162
32,1.0677187301427593,0.028055685173248263,-0.019451280796363133,0.0027608602981047466,0.45250551296678865
34,1.0670841699476088,0.027402444148755447,-0.019191838219225005,0.002676948321155708,0.4523539423999594
36,1.0647014147107734,0.026559174531389135,-0.019245219690077982,0.002689204916825579,0.4522007953514567
38,1.053332804001926,0.025840231137539704,-0.019213464303950805,0.002678464509471473,0.4521074714883154
40,1.0445158013354718,0.02547076710950656,-0.019323404475537622,0.0026779919282373297,0.45201466060447026
42,1.0449713458991006,0.025201387010380542,-0.019317865054009453,0.0026732431252082527,0.45187597022986875
44,1.0418226003991164,0.024628810910602875,-0.019312995564329295,0.002672484771823717,0.4517207637094553
46,1.0319052985220356,0.02479606235757365,-0.019318837268643828,0.002675342737525073,0.45163973171543936
48,1.0216360689829418,0.024370785531006214,-0.019307697845027512,0.002688199148005492,0.4515836522461394
50,1.008864446711606,0.02385780828873356,-0.019275762494761716,0.0026714464538227733,0.4515406739526968
52,1.0101860185841869,0.02365350086334783,-0.01935916246503006,0.0026720245863690187,0.45144242342858154
54,1.00267082841996,0.023305482345569874,-0.019321197309065678,0.0026706038213803727,0.4514078168359475
56,0.9972495911291732,0.023289468901947462,-0.01926698153435284,0.0026699303585071238,0.45134289605551764
58,0.9938866652455495,0.022970072415434632,-0.01921702429347167,0.002669920246835061,0.45128553800016297
60,0.9910489069657575,0.022836771741458494,-0.019202903029624206,0.0026699556395311645,0.4512382622361725
62,0.9799861998638096,0.02270830997335851,-0.019101332725072605,0.0026702635475477536,0.4512574292466183
64,0.9756152476624196,0.02232644460699168,-0.018980538332315854,0.002671040796069422,0.4512268548544227
66,0.9795441764164403,0.022594873676494702,-0.019192047356794743,0.003370398924536225,0.45111927992331435
68,0.9861315058828259,0.019437849385415353,-0.019268161964675623,0.004441480972627914,0.4510557368584802
70,0.9813351349478583,0.019384094971038927,-0.019268222863987647,0.004296941435612482,0.45103118977742274
72,0.9788954065283317,0.019238329738988966,-0.019311442363703458,0.004208786408025176,0.4509999822149954
74,0.9780429311064976,0.019316398545661605,-0.01928222112057826,0.004254427031867615,0.45096335959505524
76,0.9782154501109337,0.019153304974362174,-0.019177477959499915,0.004164741456175464,0.45090169945845204
78,0.9803206943578497,0.01927508470580097,-0.019167777340243292,0.00406795855575236,0.45083080607911036
80,0.9833656209749054,0.019780281487118946,-0.019141717266545365,0.003832481757638802,0.4507567333474495
82,0.986893674427973,0.01977647862794633,-0.019211058925338968,0.0039404057197070085,0.45068699501215465
84,0.9776036997620976,0.018860916679032183,-0.019142499287391868,0.004064015419278779,0.45072694643383693
86,0.9773490180421208,0.019338778937082933,-0.019028572616354676,0.003907166713406408,0.45067202801937256
88,0.9810507995364964,0.019486283200563715,-0.019019499439713178,0.0037802609116182814,0.4505875756871603
90,0.982464365926817,0.019619827668061217,-0.018853104930004378,0.0038004569514399787,0.45051931668995393
92,0.9766335181996444,0.020159072614672407,-0.01900530522145778,0.003746679108087617,0.45051501591773274
94,0.9653401212328737,0.018334111522588525,-0.018864577757795244,0.003972610312855712,0.45055609957142684
96,0.9564717536041806,0.018136728220595616,-0.01873438551412103,0.003739649181982287,0.45056581558336667
98,0.9517050602961429,0.017659167719558447,-0.01865762653213003,0.003626592002178472,0.4505100604278688
100,0.9335236979249555,0.017271343491562122,-0.018545508575840867,0.0036246810210316272,0.45052782504323724
