Delta,AvgChange,AvgNumChanges,NumMatches,Proportions,Z-statistic,p-value,Bookies
"[-0.15, -0.12]",-0.13293038498403847,14.983050847457626,177,0.3898305084745763,-2.9967776575018723,0.0027284963805496165,Marathonbet
"[-0.12, -0.09]",-0.10285595537177376,14.0,389,0.40616966580976865,-3.763346388856981,0.00016765472512614288,Marathonbet
"[-0.09, -0.06]",-0.07333392551531935,12.047852760736196,815,0.44785276073619634,-2.991909435463449,0.0027723849514151855,Marathonbet
"[-0.06, -0.03]",-0.043509362464375194,10.156586021505376,1488,0.45631720430107525,-3.381891677427134,0.0007198852543892631,Marathonbet
"[-0.03, 0]",-0.01490645386670322,7.828560663149962,2654,0.47136397889977394,-2.954777116338826,0.003128950081275894,Marathonbet
"[0, 0.03]",0.014735521353597392,7.745614035087719,2736,0.5233918128654971,2.4493358245499377,0.014311993887339725,Marathonbet
"[0.03, 0.06]",0.042975379987846604,10.175908221797323,1569,0.5653282345442957,5.218466469570862,1.8041063021279058e-07,Marathonbet
"[0.06, 0.09]",0.07290940383645889,12.186104218362283,806,0.5769230769230769,4.417595671307129,9.98048980616062e-06,Marathonbet
"[0.09, 0.12]",0.10377281828729383,13.862068965517242,348,0.5948275862068966,3.5981888067287877,0.00032044096641126174,Marathonbet
"[0.12, 0.15]",0.13359648636201918,15.233160621761659,193,0.6113989637305699,3.1667766855702313,0.0015413863556050789,Marathonbet
"[0.15, 1]",0.19409723146942964,15.947058823529412,170,0.6235294117647059,3.3145130052941645,0.0009180290925951962,Marathonbet
"[-1, -0.15]",-0.17490040629985834,15.222222222222221,18,0.2777777777777778,-2.045633247827035,0.04079246776158163,NordicBet
"[-0.15, -0.12]",-0.131347761119563,11.333333333333334,39,0.38461538461538464,-1.4620191517213446,0.14373596177686054,NordicBet
"[-0.12, -0.09]",-0.10377841923397464,10.82089552238806,134,0.4701492537313433,-0.6897415088152843,0.4903567574673673,NordicBet
"[-0.09, -0.06]",-0.0724185984280602,9.573426573426573,286,0.43356643356643354,-2.2631205130067373,0.023628261370065795,NordicBet
"[-0.06, -0.03]",-0.043538706233639105,8.013636363636364,660,0.49393939393939396,-0.31118644065083456,0.7556588904585753,NordicBet
"[-0.03, 0]",-0.017375871985545018,7.329099307159353,866,0.5196304849884527,1.1555907395202496,0.2478485976439484,NordicBet
"[0, 0.03]",0.017249430384978975,7.275633958103638,907,0.535832414553473,2.162660147146416,0.030567328446083675,NordicBet
"[0.03, 0.06]",0.0431617090406985,7.956651718983558,669,0.5186846038863976,0.9665082623197433,0.3337899145642691,NordicBet
"[0.06, 0.09]",0.07187469387851016,9.026936026936028,297,0.5959595959595959,3.3644452032131116,0.0007669771282654558,NordicBet
"[0.09, 0.12]",0.10244106879856982,10.637037037037038,135,0.6370370370370371,3.29895857350051,0.0009704423142757879,NordicBet
"[0.12, 0.15]",0.13097308628594972,10.384615384615385,39,0.7435897435897436,3.438875116802807,0.0005841366339629506,NordicBet
"[0.15, 1]",0.18788443266672222,9.88888888888889,27,0.6296296296296297,1.3687693055313253,0.1710713984325043,NordicBet
"[-1, -0.15]",-0.18102836438429065,14.5625,32,0.46875,-0.34866692910423897,0.7273393747504096,Pinnacle
"[-0.15, -0.12]",-0.13395479247497716,11.746268656716419,67,0.44776119402985076,-0.8534508646538346,0.3934093246777488,Pinnacle
"[-0.12, -0.09]",-0.10221494335617969,12.031088082901555,193,0.47668393782383417,-0.646857365375681,0.517724261238822,Pinnacle
"[-0.09, -0.06]",-0.0725174384215509,10.07779578606159,617,0.4862236628849271,-0.6840991067106524,0.4939125859102087,Pinnacle
"[-0.06, -0.03]",-0.04314483063986348,9.256011315417256,1414,0.4971711456859972,-0.21267606162847985,0.8315796396629387,Pinnacle
"[-0.03, 0]",-0.014872409130833352,7.947249774571686,2218,0.4733994589720469,-2.5085270430346194,0.012123568777711924,Pinnacle
"[0, 0.03]",0.014651413861418477,8.25296442687747,2024,0.5163043478260869,1.4674468831339766,0.14225452871231514,Pinnacle
"[0.03, 0.06]",0.043193003112794684,9.895522388059701,1139,0.5381913959613697,2.584266385836293,0.009758638982205303,Pinnacle
"[0.06, 0.09]",0.07254603713881744,11.128959276018099,442,0.5384615384615384,1.620185174601964,0.10519250512004175,Pinnacle
"[0.09, 0.12]",0.10378503685019166,12.577464788732394,142,0.5,0.0,1.0,Pinnacle
"[0.12, 0.15]",0.13101549016979205,13.095238095238095,42,0.42857142857142855,-0.9242113755341185,0.35537627410537387,Pinnacle
"[0.15, 1]",0.1928401265073363,15.148148148148149,27,0.4074074074074074,-0.9608826434822595,0.3366111786672188,Pinnacle
"[-1, -0.15]",-0.182994614937868,12.549019607843137,102,0.3333333333333333,-3.5531676008879733,0.00038062188114906803,Suprabets
"[-0.15, -0.12]",-0.132703511938606,11.651515151515152,132,0.3787878787878788,-2.859984649455649,0.004236615147821254,Suprabets
"[-0.12, -0.09]",-0.10232855064965815,10.764505119453926,293,0.45733788395904434,-1.4633576335574916,0.1433695450227659,Suprabets
"[-0.09, -0.06]",-0.07268107726127396,9.362686567164179,670,0.46119402985074626,-2.013508958405424,0.04406111348790742,Suprabets
"[-0.06, -0.03]",-0.04345729835521475,8.402387640449438,1424,0.4648876404494382,-2.6556202644254885,0.007916270065357445,Suprabets
"[-0.03, 0]",-0.014535095292761317,6.83756345177665,2561,0.49629051151893794,-0.37538417268148233,0.7073747741041183,Suprabets
"[0, 0.03]",0.014327923949927381,6.721223709369025,2615,0.5288718929254302,2.957217715949665,0.00310428843545707,Suprabets
"[0.03, 0.06]",0.043372195524202184,8.21174004192872,1431,0.5667365478686234,5.0928996441058025,3.526283745003411e-07,Suprabets
"[0.06, 0.09]",0.07275005494581406,9.827687776141385,679,0.5478645066273933,2.5041339153420252,0.012275156331376547,Suprabets
"[0.09, 0.12]",0.10302570441580187,10.567857142857143,280,0.6071428571428571,3.664397288317822,0.0002479217041402304,Suprabets
"[0.12, 0.15]",0.13290516457221532,11.091603053435115,131,0.549618320610687,1.1370846026558392,0.25550291998804164,Suprabets
"[0.15, 1]",0.18721131974122612,12.869158878504672,107,0.6261682242990654,2.684845530451995,0.007256333436120199,Suprabets
"[-1, -0.15]",-0.18851959938945284,12.60204081632653,98,0.3163265306122449,-3.8899151117102786,0.00010027929441669414,VOBET
"[-0.15, -0.12]",-0.13209554704492266,11.229166666666666,144,0.4236111111111111,-1.8486587052490215,0.06450711005927845,VOBET
"[-0.12, -0.09]",-0.10223110389326888,11.110759493670885,316,0.46835443037974683,-1.1255629222268706,0.2603505696559911,VOBET
"[-0.09, -0.06]",-0.07265916952523092,9.348529411764705,680,0.45,-2.6188901959772686,0.008821633799943385,VOBET
"[-0.06, -0.03]",-0.043342403955064036,8.454289732770745,1422,0.47538677918424754,-1.857899943862834,0.06318322437978718,VOBET
"[-0.03, 0]",-0.014446707618602918,6.883880825057296,2618,0.48968678380443087,-1.0554031445598742,0.29124098533588016,VOBET
"[0, 0.03]",0.014327420189915452,6.751749539594844,2715,0.525598526703499,2.670667418625348,0.007570061036062059,VOBET
"[0.03, 0.06]",0.04339070974467641,8.294037940379404,1476,0.5718157181571816,5.574066080539965,2.4886126492873473e-08,VOBET
"[0.06, 0.09]",0.0725790051962162,9.41018387553041,707,0.553041018387553,2.8346647180191353,0.004587380233210592,VOBET
"[0.09, 0.12]",0.10252237742997614,10.481228668941979,293,0.5972696245733788,3.3890365898384633,0.0007013865068208336,VOBET
"[0.12, 0.15]",0.1333706368150188,11.316546762589928,139,0.5323741007194245,0.7622185585362847,0.4459295714778513,VOBET
"[0.15, 1]",0.18939287752075618,13.689320388349515,103,0.6310679611650486,2.743376270277902,0.006081096034736833,VOBET
"[-1, -0.15]",-0.1932322459748279,6.3125,16,0.3125,-1.5666989036012806,0.11718508719813792,Vulkan Bet
"[-0.15, -0.12]",-0.13259680640727461,5.827586206896552,29,0.4482758620689655,-0.550349539279007,0.5820796519295022,Vulkan Bet
"[-0.12, -0.09]",-0.10200012590568355,5.876712328767123,73,0.4520547945205479,-0.8174238913695994,0.41368622699316804,Vulkan Bet
"[-0.09, -0.06]",-0.07302461085579333,5.759358288770054,187,0.44919786096256686,-1.392906041319557,0.16364820532651225,Vulkan Bet
"[-0.06, -0.03]",-0.04211868972871889,5.808163265306122,490,0.5346938775510204,1.5381025131963213,0.12402355161523371,Vulkan Bet
"[-0.03, 0]",-0.013539316303006987,4.77160030052592,1331,0.492862509391435,-0.5206496966237473,0.6026108227916385,Vulkan Bet
"[0, 0.03]",0.013170428508620262,4.809985096870343,1342,0.5119225037257824,0.8734445776241359,0.3824208024077209,Vulkan Bet
"[0.03, 0.06]",0.042503404626368146,5.7272727272727275,473,0.5539112050739958,2.3562388175571387,0.01846104478798427,Vulkan Bet
"[0.06, 0.09]",0.07271543365110787,5.601226993865031,163,0.5030674846625767,0.07808688094430258,0.9377589428180786,Vulkan Bet
"[0.09, 0.12]",0.10484307778075747,5.476923076923077,65,0.6153846153846154,1.897366596101028,0.05777957112359711,Vulkan Bet
"[0.12, 0.15]",0.1327899541356857,7.32258064516129,31,0.7419354838709677,3.0283981990771807,0.002458538952786249,Vulkan Bet
"[0.15, 1]",0.17997266478463012,5.0476190476190474,21,0.6666666666666666,1.5811388300841893,0.11384629800665813,Vulkan Bet
"[-1, -0.15]",-0.19198806069657467,13.00067385444744,1484,0.33692722371967654,-13.286279676503746,0.0,All
"[-0.15, -0.12]",-0.13222183371139534,11.583833718244804,2165,0.4124711316397229,-8.271200668536618,2.220446049250313e-16,All
"[-0.12, -0.09]",-0.10279174356283428,10.832187070151306,5089,0.44291609353507566,-8.1972126308907,2.220446049250313e-16,All
"[-0.09, -0.06]",-0.07301744743615132,9.42794606898967,11422,0.45202241288741024,-10.302178869283486,0.0,All
"[-0.06, -0.03]",-0.04344028188902668,8.310354702777891,24443,0.4780100642310682,-6.882444938509809,5.8832938520936295e-12,All
"[-0.03, 0]",-0.015258326710937034,6.869126542463102,41330,0.4852649407210259,-5.993741426498954,2.0506734088598932e-09,All
"[0, 0.03]",0.015190616003151455,6.886611651681242,40595,0.5278728907500924,11.249126165085205,0.0,All
"[0.03, 0.06]",0.0433625654685547,8.36698677449246,23742,0.5462050374863112,14.29983890882204,0.0,All
"[0.06, 0.09]",0.07265256872527215,9.62719218947749,11062,0.5629180979931296,13.34039729670417,0.0,All
"[0.09, 0.12]",0.10260092394035372,10.693367786391041,4644,0.5895779500430663,12.40836335332188,0.0,All
"[0.12, 0.15]",0.13300136481417982,11.483365949119374,2044,0.5865949119373777,7.948213121329882,1.9984014443252818e-15,All
"[0.15, 1]",0.19270579263416385,13.070785070785071,1554,0.6344916344916345,11.005743543814024,0.0,All
