bookie,start_idx,start_value,gamma,std_gamma,J_stat,p_value
Betfred,0,0.01,0.032512207031250046,0.0177032976299418,10.205468020542456,0.677052387765406
Betfred,1,0.9507143064099162,0.032505707821683744,0.01770329524297145,10.205468607694417,0.6770523393115927
Betfred,2,0.7319939418114051,0.03252925409413568,0.017703303923542357,10.205467767223249,0.677052408670184
Betfred,3,0.5986584841970366,0.03252766515278653,0.01770330333488796,10.205467712090455,0.6770524132199335
Betfred,4,0.15601864044243652,0.03253022934664329,0.01770330428507017,10.20546780908013,0.6770524052160096
Betfred,5,0.15599452033620265,0.03252520025149533,0.017703302422673765,10.205467658600142,0.6770524176341388
Betfred,6,0.05808361216819946,0.03251377669036483,0.017703298207454143,10.205467919335348,0.6770523961173671
Betfred,7,0.8661761457749352,0.03252323838372407,0.017703301697252514,10.205467643869387,0.677052418849772
Betfred,8,0.6011150117432088,0.03250181612872076,0.01770329381693316,10.205469088897667,0.6770522996010331
Betfred,9,0.7080725777960455,0.03252967708173249,0.01770330408042026,10.2054677846285,0.6770524072338424
Betsafe,0,0.01,0.036473437500000004,0.017432597035607667,12.665868640833098,0.4739394356085379
Betsafe,1,0.9507143064099162,0.036484764021408406,0.017432615792362216,12.670172490208758,0.47359901559061013
Betsafe,2,0.7319939418114051,0.03648487626351596,0.017432615978191582,12.670172498012501,0.4735990149734479
Betsafe,3,0.5986584841970366,0.03650194412494848,0.017432644193933585,12.674526928196753,0.47325469244482254
Betsafe,4,0.15601864044243652,0.036449169244572796,0.017432556760406524,12.670182039916472,0.47359826034811736
Betsafe,5,0.15599452033620265,0.03651627587616128,0.017432667841560043,12.674522928046269,0.47325500870759796
Betsafe,6,0.05808361216819946,0.03644746663554507,0.017432553930218732,12.66585798511401,0.47394027855976095
Betsafe,7,0.8661761457749352,0.03649158231330442,0.017432627071194466,12.674532251800999,0.4732542715463234
Betsafe,8,0.6011150117432088,0.03648680801107502,0.017432619174656886,12.670172669596402,0.4735990014036613
