y,pearson_raw,pearson_partial,t,p,spearman_partial,p_spearman
rmse_panel,-0.058597937558959576,-0.17275537515055728,-0.8037491438340328,0.43054654581010565,-0.16897323678757797,0.44085923946335237
rmse_series,0.4088390922045675,0.3267021734568851,1.584058967862109,0.12812492840474055,0.3615318649816703,0.09006746423729539
rmse_publiziert,-0.0831883761214994,-0.19275500764810505,-0.9001958632054534,0.37822366890237546,-0.16421300819125095,0.45402305663440923
