term,coef,se,t,r2
const,0.4807875499691583,0.010360465491298997,46.40597957427075,0.15752598020519437
opn_hrs_med,-0.00016095807580748206,0.00020025909457237667,-0.8037491438338116,0.15752598020519437
margin_opn_med,-0.2202606490723524,0.11238674954238236,-1.959845355161638,0.15752598020519437
