stunden,beta1_voll,se_voll,beta1_ohne2,diff_ohne2,beta1_ohne4,diff_ohne4,diff_ohne2_in_se,diff_ohne4_in_se
24.0,1.1732546809546003,0.11941201702761703,1.1843651272070477,0.011110446252447392,1.1752049893838825,0.0019503084292822326,0.09304294935306069,0.016332597654984547
12.0,1.0792507767171247,0.09196864701962983,1.103454396004982,0.024203619287857414,1.0958418372950682,0.016591060577943573,0.26317250576374557,0.18039909377379848
6.0,0.9300701641721996,0.09843018556100695,0.9587679978713354,0.02869783369913581,0.9506449719083101,0.020574807736110534,0.29155521281984087,0.20902945187844113
3.0,0.8446133825168792,0.08990432201579163,0.8788343498514514,0.03422096733457214,0.8773852554023591,0.03277187288547989,0.3806376219439289,0.36451943744955373
1.0,0.7772729857478903,0.0978242295337753,0.8177057534215978,0.040432767673707515,0.8212880036850048,0.04401501793711449,0.41332058393311943,0.4499398374706098
0.25,0.7699787742329512,0.09581997319274434,0.8138635705072795,0.043884796274328286,0.8092771180175815,0.03929834378463026,0.45799215771071955,0.41012685012529315
