hours,< 10,< 15,< 18,< 20,< 21
24.0,0.9952081624561461,1.1338206120017202,1.2054600238287678,1.2412789507503394,1.25134417428743
12.0,1.07833903494801,1.08808314064512,1.164177101772256,1.185328037889248,1.1516043317896574
6.0,0.8684195617965297,0.9099185867456208,0.9781569315417804,1.028494803513699,0.9727942697452919
3.0,0.7799840613970273,0.7965999451891068,0.8597979267460442,0.9301930783123562,0.9020497860865885
1.0,0.7972108542972134,0.7309367545114903,0.793807449053722,0.8735722283934202,0.9036631128360014
0.25,0.7926779472435902,0.7162769980482715,0.788361908646575,0.8663710461759349,0.9094326572889496
