hours,beta_1_produktion,beta_1_vollstaendig,se_produktion,se_vollstaendig,diff,diff_in_se
24.0,1.2412789507503394,1.25134417428743,0.04881015157958046,0.04537008124678241,0.010065223537090606,0.2062116836633909
12.0,1.185328037889248,1.1516043317896574,0.047930899482025786,0.04450599073253088,-0.03372370609959052,-0.7035900945743153
6.0,1.028494803513699,0.9727942697452919,0.04862462524558268,0.045018065987256835,-0.055700533768407,-1.145521091156731
3.0,0.9301930783123562,0.9020497860865885,0.04841724600352848,0.044871226349922855,-0.028143292225767724,-0.5812658618318923
1.0,0.8735722283934202,0.9036631128360014,0.04981949505170791,0.04616887981310796,0.030090884442581234,0.6039981820640645
0.25,0.8663710461759349,0.9094326572889496,0.051520944505074655,0.04778538027733073,0.043061611113014764,0.8358078743834622
