hours,beta_1,se_cluster,se_boot,se_lmer_model,boot_mean,boot_p025,boot_p975,ratio_boot_cluster,bias
59.899999999999984,1.348810682316092,0.3995000462562914,0.4032959307339974,0.0724183868078663,1.2983040106677513,0.47726635220845903,1.9470772426991596,1.0095015870793438,-0.05050667164834066
55.9233663758364,1.1327573727527014,0.3232095652195409,0.308391066125576,0.0574623333823882,1.0901974986282232,0.4785717183140087,1.6849735439285898,0.9541520403831507,-0.04255987412447815
52.21073300177015,0.9515702900547136,0.2849958303827546,0.2616241388216376,0.0507526275843759,0.9169152390929665,0.4248379198989671,1.432553319869754,0.9179928649140993,-0.03465505096174715
48.74457346258709,0.8510383860516882,0.2709756621505103,0.24994542338365164,0.0497718560338791,0.824243696458361,0.41958470646613066,1.337199143228381,0.9223906730222228,-0.026794689593327203
45.5085248845097,0.8246606585224847,0.2569933779958955,0.2399904525530856,0.0488455721461551,0.8055313696600349,0.40336041209083506,1.2947582512812061,0.9338390522923067,-0.0191292888624498
42.48731069015536,0.8533561796423346,0.2341542612487018,0.21891325635659342,0.0460387138486279,0.8415112234210165,0.4688784701489437,1.266754329316876,0.934910409868986,-0.011844956221318093
39.66666848162854,0.9180440215864692,0.2037369821773926,0.18789082561191492,0.0417654276317933,0.9129162224643338,0.5938831132588074,1.2653380628355755,0.9222224831440737,-0.005127799122135457
37.03328271130145,0.9996432565301184,0.1717336566294928,0.1542895985151765,0.0373596000313045,1.0004793315130152,0.7270576961753947,1.3036819200747418,0.8984237658669842,0.0008360749828967284
34.57472182243806,1.0790779674190023,0.1455183321985377,0.12758547704158194,0.0341689923323956,1.0849385970211325,0.848379249749974,1.3398657148922917,0.8767656632259289,0.005860629602130185
32.27937956291871,1.1420794661415936,0.129190639013288,0.11324376199898792,0.0326093963041982,1.151907372466101,0.9365706709731481,1.3776829522127052,0.8765632159102498,0.009827906324507474
30.13642019502153,1.1881449221332576,0.1208358678732762,0.10875344727379144,0.0321104550302534,1.2009598155183339,1.000020468228449,1.4139362887812579,0.9000096510072992,0.012814893385076243
28.13572734261011,1.2192199442779104,0.1172956364692363,0.10961320660737088,0.0320981839250229,1.234153197130742,1.041878679691271,1.4494580665529015,0.934503702839105,0.014933252852831647
26.26785623424747,1.2372501414594703,0.1158671071249193,0.11216921815794133,0.0321923222029992,1.2535447882562347,1.0651040981565443,1.4779314287788095,0.9680850842077969,0.0162946467967644
24.52398911678833,1.2441811225618544,0.1147954685234299,0.11434127007806573,0.0321905627649071,1.2611918598477243,1.0696469128396162,1.494495045463911,0.996043411371491,0.01701073728586988
22.895893628967933,1.2419584964689805,0.1132061077814246,0.11527575506183133,0.0320176167709974,1.2591516828581197,1.0627980253223317,1.4984443336043218,1.0182821167600138,0.017193186389139248
21.37588393848001,1.2325278720647648,0.1108379784645361,0.11484929740046654,0.0316774550603434,1.249481528240333,1.0501476083963113,1.4916028892181599,1.036190834509075,0.01695365617556832
19.956784459081383,1.217834858233125,0.1077981723264737,0.11332648768286345,0.0312177040340629,1.2342386669472745,1.038921172624877,1.4767633887258242,1.051283943290308,0.01640380871414937
18.631895976440852,1.1998250638579795,0.1043843274829466,0.11115428405248658,0.030704348935885,1.2154803699318537,1.0253808057211458,1.4538452633781072,1.0648560634798936,0.01565530607387422
17.394964022820947,1.1804440896537094,0.1009624369732996,0.10883607552208527,0.0302038836216597,1.1952638995089262,1.00817782283741,1.4296502487949991,1.0779858211115478,0.014819809855216803
16.240149351297315,1.1612830356166224,0.0978283900293869,0.10677151079745789,0.0297631325584444,1.1752716867290447,0.9909392553790408,1.4055782754621469,1.0914164156783583,0.013988651112422312
15.16200037013192,1.1426341697347713,0.0950321992765217,0.10502156177244013,0.0293868168650227,1.1558128428751424,0.9737544398885377,1.3821347327461508,1.105115556326879,0.013178673140371133
14.155427407169537,1.1244923793630195,0.0925681925174106,0.10357099975112746,0.0290708435356641,1.1368820438763343,0.9519671367754933,1.3596494594834543,1.1188616406401952,0.012389664513314802
13.215678682766251,1.1068525518562329,0.0904281448515563,0.10240251963374553,0.0288109046078842,1.1184739656617355,0.9308452910021202,1.3379564731021425,1.1324186712206243,0.011621413805502634
12.338317877824178,1.089709574569275,0.0886011830166356,0.10149704855287114,0.0286025434783509,1.1005832841604606,0.9103821246821086,1.316856783218964,1.145549586327919,0.010873709591185499
11.519203191036633,1.0730583348570113,0.0870738116490489,0.10083412051687796,0.0284412230581881,1.083204675301627,0.8908734593748352,1.2963442847456363,1.1580303952156132,0.010146340444615598
10.75446778647823,1.0568937200743058,0.0858300692503488,0.10039229090965887,0.0283223925475823,1.066332815014348,0.8772581951869185,1.276412872593878,1.1696634033561715,0.009439094940042247
10.04050153923794,1.041210617576024,0.0848518078398506,0.10014956316749957,0.0282415500452593,1.0499623792277395,0.8638636267944222,1.2570564416754073,1.1802879127398438,0.008751761651715428
9.373933992920747,1.0260039147170303,0.0841190767482754,0.10008380183185439,0.0281942988273992,1.0340880438709181,0.8508934156261554,1.2392963633024905,1.1897872123745854,0.008084129153887787
8.751618448564514,1.011268498852189,0.083610580347464,0.10017311070822707,0.0281763958337061,1.018704484872998,0.83309500544607,1.2261805285915064,1.1980913215998916,0.007435986020809082
8.17061710985981,0.9969992573363652,0.0833041736066233,0.1003961609423003,0.0281837915946589,1.0038063781630953,0.8159383750287098,1.2133963461537582,1.205175642416049,0.006807120826730073
7.628187214547043,0.9831910775244234,0.0831773589057795,0.10073246030987269,0.0282126614534596,0.9893883996703251,0.7994164858225354,1.2009401786797613,1.211056249381265,0.00619732214590174
7.121768086520624,0.9698388467712284,0.0832077519395454,0.10116256096687844,0.0282594284354833,0.9754452253238018,0.7835222992760076,1.1897271951343804,1.215782888118142,0.005606378552573399
6.6489690475164025,0.956937452431645,0.0833734922938765,0.10166820771348832,0.0283207784794934,0.9619715310526424,0.7682487768375874,1.1788901263036269,1.2194308396621585,0.005034078620997473
6.207558131316462,0.944481781860538,0.0836535834865606,0.10223243223308308,0.0283936689716168,0.9489619927859617,0.7535888799557354,1.1683576175978356,1.2220926823715481,0.004480210925423722
5.795451547193873,0.9324667224127712,0.0840281562039717,0.10283960079508603,0.0284753316320615,0.9364112864528749,0.7395355700789119,1.158126175580148,1.2238707290619473,0.003944564040103682
5.410703842856947,0.92088716144321,0.0844786559270329,0.10347542376353651,0.0285632708199843,0.9243140879824965,0.7260818086555783,1.1481923068137054,1.2248706212005998,0.0034269265392864456
5.051498720454676,0.9097379863067194,0.0849879615189059,0.10412693521724987,0.0286552582696804,0.9126650733039436,0.7132205571341945,1.1385525178616516,1.225196290819217,0.0029270869972242153
4.716140462288077,0.8990140843581635,0.0855404445795536,0.10478245035713622,0.0287493251753746,0.9014589183463315,0.7009447769632222,1.1292033152871268,1.224946291455001,0.0024448339881679715
4.403045925750296,0.8887103429524074,0.0861219807483144,0.10543150740889053,0.0288437524223417,0.8906902990387744,0.6892474295911217,1.1201412056532738,1.224211362683435,0.0019799560863670296
4.110737069705638,0.8788216494443153,0.0867199241149463,0.10606479962399269,0.0289370596341869,0.8803538913103882,0.6781214764663541,1.1107527280637142,1.2230730216438492,0.0015322418660729253
3.837833977026388,0.8693428911887522,0.0873230549660937,0.10667410187746224,0.0290279935806073,0.8704443710902885,0.6675598790373791,1.0998669439174404,1.2216029537546786,0.0011014799015363064
3.583048340348584,0.8602689555405829,0.087921509666955,0.10725219534287228,0.0291155163736542,0.8609564143075897,0.6575555987526589,1.0893197507100305,1.219862986306099,0.0006874587670068211
3.345177380294599,0.8515947298546719,0.0885066998739517,0.10779279283844745,0.0291987937771358,0.8518846968914088,0.6481015970606527,1.079106872259066,1.2179054579140602,0.0002899670367368934
3.1230981674520137,0.843315101485884,0.0890712267051743,0.10829046669834907,0.02927718386478,0.8432238947708608,0.6391908354098227,1.0693144231542084,1.2157738329661771,-9.120671502316213e-05
2.915762321304212,0.8354249577890835,0.0896087940841525,0.10874058042768787,0.0293502261880517,0.8349686838750604,0.630816275248629,1.0600468562997434,1.2135034461636491,-0.000456273914023142
2.7221910610877256,0.8279191861191358,0.0901141242754967,0.1091392249350026,0.0294176315530349,0.8271137401331226,0.622970878025532,1.0510871249044462,1.2111222942292865,-0.0008054459860132868
2.5414705852126174,0.820792673830905,0.0905828776604416,0.1094831597837292,0.0294792724560373,0.8196537394741639,0.6156476051889931,1.0424311343585297,1.2086518182181967,-0.0011389343567411725
2.3727477574333333,0.8140403082792563,0.0910115780421629,0.10976975964510652,0.0295351741878161,0.8125833578272993,0.6088387770231913,1.034074790052208,1.2061076404394782,-0.0014569504519570398
2.2152260794054857,0.8076569768190537,0.0913975441975844,0.10999696595057405,0.0295855065848474,0.8058972711216438,0.6025197238473707,1.026013997375694,1.203500235332157,-0.001759705697409908
2.068161930616038,0.8016375668051625,0.0917388279722957,0.110163243615618,0.0296305763813048,0.7995901552863133,0.5967071750416663,1.018244661719203,1.2008355246143574,-0.0020474115188492403
1.9308610579365264,0.7959769655924472,0.0920341589166626,0.11026754262529079,0.0296708200959924,0.7936566862504233,0.5913940148476355,1.0107918926085835,1.1981153945801646,-0.0023202793420239454
1.8026752982273704,0.7906700605357724,0.092282895255957,0.1103092642228342,0.0297067973732849,0.7880915399430889,0.5862483663193188,1.0047117194526232,1.195338138415348,-0.0025785205926834864
