sd_total,sd_between,sd_within_pooled,sd_within_median,n_matchups_ge2,bm_per_matchup_median,share_within
0.19001929597809522,0.2072254763609789,0.019702388721951077,0.010013677356546475,18191,7.0,0.10368625260153738
