hours,boot_sd,boot_mean
59.899999999999984,0.2699219514502529,0.9227163077534319
55.9233663758364,0.24642330001652502,0.9544872921995561
52.21073300177015,0.22458636683159444,0.9846943776477957
48.74457346258709,0.2045648598151126,1.0132461603175005
45.508524884509704,0.18651633139408352,1.040051236428018
42.48731069015536,0.1705916658916743,1.065018202198698
39.66666848162854,0.1569170144706477,1.088055653848889
37.03328271130145,0.14556757927856984,1.1090721875979397
34.57472182243806,0.13653652502242278,1.1279763996651981
32.27937956291871,0.1297078710492267,1.144676886270014
30.136420195021532,0.12484572915395542,1.1590822436317356
28.13572734261011,0.12160870717305476,1.1711010679697114
26.26785623424747,0.11958753803520536,1.1806419555032897
24.52398911678833,0.11835352974207633,1.1876135024518208
22.895893628967933,0.117503303202419,1.1919243050346522
21.375883938480012,0.11669147088563454,1.1934829594711323
19.956784459081383,0.11565107171884928,1.1921980619806112
18.631895976440855,0.11420670612810606,1.1879782087824358
17.394964022820947,0.11228684109651517,1.1807321343076196
16.240149351297315,0.10998047258734425,1.1704930003749068
15.162000370131919,0.10759453105797714,1.1576475075990056
14.155427407169535,0.10549187540893284,1.1426447232557828
13.215678682766251,0.1040110626851551,1.1259337146211044
12.338317877824178,0.10340634584248873,1.1079635489708348
11.519203191036633,0.10379556489110643,1.0891832935808416
10.75446778647823,0.10513207649459244,1.070042015726989
10.040501539237939,0.10721117156693723,1.0509887826851443
9.373933992920747,0.10970698753095705,1.0324726617311726
8.751618448564514,0.11224030623089364,1.0148994935531674
8.17061710985981,0.11454830465610112,0.9983619843179828
7.628187214547043,0.11649104222090347,0.9828149342619099
7.121768086520624,0.11799573119231035,0.9682125437707241
6.6489690475164025,0.11903824444630833,0.9545090132302012
6.207558131316462,0.11962946301766832,0.9416585430261167
5.795451547193873,0.11980523748705703,0.9296153335442454
5.410703842856947,0.11961891032334664,0.9183335851703631
5.051498720454676,0.11913554304375575,0.9077674982902457
4.716140462288077,0.11842721202145716,0.8978712732896684
4.403045925750296,0.11756892896170656,0.8885991105544062
4.110737069705638,0.1166349044744484,0.8799052104702346
3.837833977026388,0.11569501602521272,0.8717437734229301
3.5830483403485838,0.11481147211453911,0.8640689997982669
3.345177380294599,0.1140357810169024,0.8568350899820206
3.1230981674520137,0.11340622309607545,0.8499962443599667
2.9157623213042116,0.11294607318780724,0.8435066633178806
2.7221910610877256,0.11266280879004822,0.8373205487235537
2.5414705852126174,0.11254559060035363,0.8314004788873077
2.3727477574333333,0.11256534693162648,0.8257370818449931
2.2152260794054857,0.11269195920406175,0.8203268502109143
2.068161930616038,0.11289761050320941,0.815166276599379
1.9308610579365264,0.1131569130559354,0.8102518536246932
1.8026752982273702,0.11344694793490316,0.8055800739011625
1.6829995185215267,0.11374723644916342,0.8011474300430936
1.5712687593428318,0.11403966162076959,0.7969504146647922
1.4669555676733752,0.11430835590529409,0.7929855203805656
1.3695675069794868,0.11453956855235667,0.7892492398047188
1.278644832541816,0.11472152318537908,0.7857380655515591
1.1937583211152918,0.11484427359063987,0.7824484902353922
1.1145072446733535,0.11489956348591784,0.7793770064705242
1.0405174786709839,0.11488069423284157,0.776520106871262
0.9714397358961434,0.11478240304908668,0.7738742840519112
0.9069479175720501,0.11460075321998767,0.7714360306267777
0.8467375739262712,0.114333037044678,0.7692018392101686
0.790524466959362,0.11397769171930894,0.7671682024163903
0.7380432286282336,0.11353422800400283,0.7653316128597482
0.6890461081098816,0.11300317129332176,0.7636885631545484
0.6433018022316049,0.11238601457237994,0.7622355459150977
0.6005943635464759,0.11168518265957737,0.7609690537557026
0.5607221808993633,0.11090400708525416,0.7598855792906691
0.5234970276710037,0.11004671091052283,0.7589816151343026
0.4887431732071276,0.10911840273204117,0.7582536539009108
0.45629655323791446,0.1081250790279273,0.7576981882047988
0.4260039953715399,0.1070736338593362,0.757311710660273
0.39772249600555504,0.10597187473332884,0.7570907138816405
0.3713185452425845,0.10482854313755234,0.7570316904832062
0.3466674966234331,0.10365333785876908,0.7571311330792776
0.3236529787022752,0.10245693868118856,0.7573855342841602
0.30216634568611217,0.10125102741906304,0.7577913867121603
0.2821061645451103,0.10004830247523389,0.7583451829775842
0.2633777361725909,0.09886248225705664,0.7590434156947384
0.24589264833419341,0.09770829187674548,0.7598825774779288
0.22956835829578986,0.09660142670875484,0.7608591609414619
0.21432780315984548,0.09555848571741693,0.7619696586996436
0.20009903607072102,0.09459686720496817,0.7632105633667803
0.18681488657152986,0.09373462001488524,0.7645783675571782
0.17441264350918192,0.09299024453515092,0.7660695638851438
0.1628337589906866,0.09238244033230174,0.7676806449649827
0.15202357199316888,0.09192980105684856,0.7694081034110021
0.14193105032282682,0.0916504623366511,0.7712484318375071
0.13250854970468662,0.09156171435971219,0.7731981228588048
0.12371158886587513,0.0916795970321828,0.7752536690892013
0.1154986395506374,0.0920185009588867,0.7774115631430025
0.10783093047580912,0.09259080086107262,0.7796682976345153
0.10067226430126917,0.09340654837892962,0.7820203651780452
0.09398884675133412,0.0944732479236709,0.7844642583878985
0.08774912708042071,0.09579573248429672,0.7869964698783822
0.0819236491298531,0.0973761469864801,0.7896134922638016
0.07648491227269195,0.09921403648460361,0.7923118181584631
0.07140724159014122,0.10130652690358609,0.7950879401766737
0.06666666666666667,0.10364857875680432,0.7979383509327387
