hours,beta_1,se_cluster,se_lmer_model,ci_lo,ci_up
24.0,1.2443769931567146,0.1143735595118241,0.03215564913153989,1.0202048165135393,1.4685491697998898
12.0,1.0829112647511376,0.0879477582072452,0.028531841685910435,0.9105336586649371,1.2552888708373382
6.0,0.9384787877365653,0.08382840072481189,0.028433162716262797,0.7741751223159341,1.1027824531571966
3.0,0.838649315947313,0.089389548008643,0.029320613737429765,0.6634458018503726,1.0138528300442533
1.0,0.758936286415747,0.0926344369655799,0.029966401871989103,0.5773727899632104,0.9404997828682835
0.25,0.7669703261729921,0.09245074189083953,0.03409620280466249,0.5857668720669467,0.9481737802790375
