Ebene,n,var_gesamt,var_between,var_within,Anteil_between
Serienebene,175166,0.20526915648839397,0.20492693634898565,0.0003422201394083224,0.9983328224012668
Beobachtungsebene,1291205,0.21271182488599089,0.21231415408702,0.0003976707989708783,0.9981304715937441
