brier_first,brier_last,diff,se_cluster,t,n_series,n_matchups,hours_first,hours_last
0.20427966609361253,0.2031492734121465,-0.0011303926814661177,0.00025777809817083833,-4.3851385726221315,175166,20741,21.217809772825017,2.7017217001777363
