beta1_obs_mean,beta1_end,sd_bookies_int,sd_bookies_slope,sd_resid,secs,peak_gb,conv
0.9891664149637963,0.8501683897772883,0.0031374701428426507,0.12524650640379398,0.4588039184321863,58.3220796585083,3.389179229736328,keine
