hours,beta_1,se_sandwich,se_boot,ratio
8.751618448564514,1.0026449840676446,0.0938110585715993,0.11216231533816841,1.19561933364778
8.17061710985981,0.98770013723235,0.0953495423106543,0.1137859660688293,1.1933561851624632
7.628187214547043,0.973567953315858,0.0966783577573014,0.11514936186219431,1.1910562460241825
7.121768086520624,0.9602144764869726,0.0976741095738839,0.11616799241656077,1.189342732924404
6.6489690475164025,0.9476057509144972,0.0982774895658977,0.11680495759710124,1.1885219912824532
6.207558131316462,0.9357078207672348,0.0984760804882651,0.11705859616701819,1.1887008051764152
5.795451547193873,0.9244867302139896,0.0982914372457824,0.11695299823505595,1.1898594782230056
5.410703842856947,0.9139085234235648,0.097769495586637,0.11653072406339973,1.1918924544326583
5.051498720454676,0.9039392445647636,0.0969732879819608,0.11584707790689541,1.1946287510478717
4.716140462288077,0.8945449378063898,0.0959771060132662,0.11496540542120905,1.1978419666594056
4.403045925750296,0.8856916473172467,0.0948614516877675,0.11395301953201864,1.2012573864786535
4.110737069705638,0.8773454172661379,0.0937083186725045,0.11287749066089979,1.204562116362246
3.837833977026388,0.8694722918218669,0.0925965417778378,0.11180316135016549,1.2074226445563072
3.583048340348584,0.862038315153237,0.09159716093961,0.11078786413341546,1.209511987019531
3.345177380294599,0.8550095314290518,0.0907689615524848,0.10987993124308267,1.210545205803059
3.1230981674520137,0.8483519848181148,0.0901545469425628,0.10911567384699986,1.2103180321733207
2.915762321304212,0.8420317194892294,0.0897774184254651,0.10851756004267045,1.2087400367027012
2.7221910610877256,0.836014780672989,0.0896405302418238,0.10809331925640668,1.2058531890072792
2.5414705852126174,0.8302732149043224,0.0897250902688186,0.10783342859869151,1.2018202297219192
2.3727477574333333,0.8247991649509838,0.0899956571253204,0.1077110697899677,1.196847417203458
2.2152260794054857,0.8195889752594211,0.0904163947591404,0.10769827323196393,1.1911365579092221
2.068161930616038,0.8146389902760824,0.0909540504195642,0.10776909183337822,1.1848740252495353
1.9308610579365264,0.8099455544474162,0.0915782856214759,0.10789974905981424,1.1782241644684253
1.8026752982273704,0.80550501221987,0.0922618334201453,0.10806870552716102,1.1713262301544975
1.6829995185215267,0.8013137080398922,0.0929805186590581,0.10825666023800228,1.164294002649726
1.5712687593428318,0.7973679863539309,0.0937131780551012,0.10844650237416992,1.157217209199819
1.4669555676733752,0.7936641916084339,0.094441513090033,0.10862322812592744,1.1501639964448125
1.3695675069794868,0.7901986682498495,0.0951499028494095,0.10877383494674372,1.1431838781684975
1.278644832541816,0.7869677607246256,0.0958251977156542,0.10888720331335341,1.1363107607297467
1.1937583211152918,0.7839678134792103,0.0964565090851122,0.10895397383605908,1.129565799856174
1.1145072446733535,0.7811951709600519,0.0970350054640141,0.10896642557077613,1.1229599570763857
1.040517478670984,0.7786461776135981,0.097553721513592,0.10891835970591209,1.116496203486575
0.9714397358961434,0.7763171778862972,0.0980073837904252,0.10880499144580463,1.1101713691130515
0.90694791757205,0.7742045162245973,0.0983922549139256,0.10862285186376675,1.1039776653029343
0.8467375739262712,0.7723045370749464,0.0987059965170482,0.10836970070934071,1.097903922084647
0.790524466959362,0.7706135848837925,0.0989475504379644,0.1080444505775558,1.0919365876095612
0.7380432286282336,0.7691280040975838,0.0991170370531326,0.10764710243503034,1.086060536467864
0.6890461081098816,0.7678441391627682,0.0992156693271783,0.10717869220522053,1.0802597304643784
0.6433018022316049,0.7667583345257939,0.099245680979213,0.10664124790514343,1.0745177709796703
0.6005943635464759,0.765866934633109,0.0992102670771131,0.10603775666622574,1.0688183772734514
0.5607221808993633,0.7651662839311615,0.0991135353264459,0.10537214083517303,1.0631458204786404
0.5234970276710037,0.7646527268663993,0.0989604662878296,0.10464924221354904,1.057485338732878
0.4887431732071276,0.7643226078852708,0.098756880714287,0.1038748133369326,1.0518235548311037
0.4562965532379144,0.7641722714342241,0.0985094121351664,0.10305551449859736,1.046148913742305
0.4260039953715399,0.7641980619597069,0.098225482718639,0.10219891497381764,1.040452152997408
0.397722496005555,0.7643963239081674,0.097913280319913,0.10131349658756915,1.0347268139372574
0.3713185452425845,0.7647634017260535,0.0975817344727377,0.1004086573837295,1.0289697956924673
0.3466674966234331,0.7652956398598139,0.0972404889200735,0.0994947126981691,1.0231819461536074
0.3236529787022752,0.7659893827558961,0.0968998681265256,0.09858289042237038,1.0173686747813444
0.3021663456861121,0.7668409748607483,0.0965708350995703,0.09768531669471403,1.0115405608121193
0.2821061645451103,0.7678467606208186,0.0962649378071754,0.09681498772026573,1.005713917503298
0.2633777361725909,0.769003084482555,0.0959942415626129,0.09598572296946235,0.9999112593316862
0.2458926483341934,0.7703062908924058,0.0957712450049064,0.0952120947433578,0.9941616060068975
0.2295683582957898,0.7717527242968186,0.0956087777869117,0.09450932914811437,0.9885005470810669
0.2143278031598454,0.773338729142242,0.0955198788351208,0.09389317404424018,0.9829699868685081
0.200099036070721,0.7750606498751239,0.0955176550880979,0.09337973067753559,0.977617494811923
0.1868148865715298,0.7769148309419122,0.0956151219426421,0.09298524757840243,0.9724952046202766
0.1744126435091819,0.778897616789055,0.0958250281810198,0.09272587797819888,0.9676582385452951
0.1628337589906866,0.7810053518630005,0.0961596698079024,0.09261740535446492,0.9631626807734069
0.1520235719931688,0.7832343806101967,0.0966306988283082,0.09267494553228353,0.9590631823634724
0.1419310503228268,0.7855810474770918,0.0972489343452712,0.09291263760497309,0.9554103418254171
0.1325085497046866,0.7880416969101336,0.0980241842340828,0.09334333921028763,0.9522480593909636
0.1237115888658751,0.7906126733557703,0.0989650858718326,0.09397834376299266,0.9496110970357955
0.1154986395506374,0.7932903212604502,0.1000789738490185,0.09482713753462535,0.9475230798997181
0.1078309304758091,0.796070985070621,0.1013717812508177,0.09589721265885934,0.9459951425889126
0.1006722643012691,0.7989510092327309,0.1028479790765387,0.09719394826542924,0.9450253581851932
0.0939888467513341,0.8019267381932279,0.1045105558852475,0.09872056645643579,0.9445989988306146
0.0877491270804207,0.8049945163985602,0.1063610371075541,0.10047816352477214,0.9446895804820604
0.0819236491298531,0.808150688295176,0.1083995409637537,0.10246581063050822,0.9452605584812431
0.0764849122726919,0.8113915983295231,0.1106248658564929,0.1046807129966742,0.9462674796141249
0.0714072415901412,0.8147135909480496,0.1130346026580849,0.10711841320591103,0.9476603684796453
0.0666666666666666,0.8181130105972038,0.115625264576128,0.10977302265015942,0.9493861315913752
