hours,beta_1,se,rel_pos
24.0,1.1510270592880512,0.03177905424588005,0.3230809834937889
12.0,1.09507614642696,0.03041011227763333,0.3420705322613991
6.0,0.9382429120514103,0.031334984175448104,0.7015140851579573
3.0,0.8399411868500676,0.030885360784102263,0.8555624794572998
1.0,0.7833203369311322,0.03292404102272098,0.9550555850419399
0.25,0.7761191547136469,0.035346285545838046,0.9901377535907013
