hours,beta_1,se,model
2.3727477574333333,0.8220575901227851,0.030648695786549704,M_c + Bookmaker-Slope
2.2152260794054857,0.8177097497337742,0.030695589872297303,M_c + Bookmaker-Slope
2.068161930616038,0.8136662148925201,0.030794307545112247,M_c + Bookmaker-Slope
1.9308610579365264,0.8098723127753638,0.03093753536472781,M_c + Bookmaker-Slope
1.8026752982273702,0.8062849217822314,0.031114948078706108,M_c + Bookmaker-Slope
1.6829995185215267,0.8028949218648941,0.03131656949271086,M_c + Bookmaker-Slope
1.5712687593428318,0.7996994179049894,0.03153372742307642,M_c + Bookmaker-Slope
1.4669555676733752,0.7966955147841542,0.031758947814700775,M_c + Bookmaker-Slope
1.3695675069794868,0.7938803173840258,0.03198590221859002,M_c + Bookmaker-Slope
1.278644832541816,0.7912509305862409,0.03220933855754131,M_c + Bookmaker-Slope
1.1937583211152918,0.7888044592724369,0.03242500382184232,M_c + Bookmaker-Slope
1.1145072446733535,0.7865380083242516,0.03262956494016355,M_c + Bookmaker-Slope
1.0405174786709839,0.7844486826233209,0.03282053204001197,M_c + Bookmaker-Slope
0.9714397358961434,0.7825335870512825,0.03299618670508394,M_c + Bookmaker-Slope
0.9069479175720501,0.780789826489774,0.0331555166287763,M_c + Bookmaker-Slope
0.8467375739262712,0.7792145058204316,0.03329815719116229,M_c + Bookmaker-Slope
0.790524466959362,0.7778047299248926,0.033424339877776495,M_c + Bookmaker-Slope
0.7380432286282336,0.7765576036847949,0.033534847044031535,M_c + Bookmaker-Slope
0.6890461081098816,0.7754702319817751,0.03363097225161515,M_c + Bookmaker-Slope
0.6433018022316049,0.7745397196974704,0.033714485218378366,M_c + Bookmaker-Slope
0.6005943635464759,0.7737631717135173,0.0337876002990727,M_c + Bookmaker-Slope
0.5607221808993633,0.773137692911554,0.033852947329917914,M_c + Bookmaker-Slope
0.5234970276710037,0.7726603881732166,0.033913543613938814,M_c + Bookmaker-Slope
0.4887431732071276,0.7723283623801428,0.03397276579289897,M_c + Bookmaker-Slope
0.45629655323791446,0.7721387204139702,0.03403432034886375,M_c + Bookmaker-Slope
0.4260039953715399,0.7720885671563352,0.03410221151285785,M_c + Bookmaker-Slope
0.39772249600555504,0.7721750074888745,0.034180705442728554,M_c + Bookmaker-Slope
0.3713185452425845,0.7723951462932263,0.034274289682253795,M_c + Bookmaker-Slope
0.3466674966234331,0.772746088451027,0.03438762714322964,M_c + Bookmaker-Slope
0.3236529787022752,0.7732249388439141,0.03452550417213738,M_c + Bookmaker-Slope
0.30216634568611217,0.7738288023535241,0.03469277267527487,M_c + Bookmaker-Slope
0.2821061645451103,0.774554783861495,0.03489428677086392,M_c + Bookmaker-Slope
0.2633777361725909,0.7753999882494632,0.03513483498790987,M_c + Bookmaker-Slope
0.24589264833419341,0.7763615203990661,0.03541906959690004,M_c + Bookmaker-Slope
0.22956835829578986,0.7774364851919413,0.03575143517931201,M_c + Bookmaker-Slope
0.21432780315984548,0.7786219875097253,0.03613609895505881,M_c + Bookmaker-Slope
0.20009903607072102,0.7799151322340546,0.036576885624204004,M_c + Bookmaker-Slope
0.18681488657152986,0.7813130242465678,0.037077219489767464,M_c + Bookmaker-Slope
0.17441264350918192,0.7828127684289018,0.037640076386043955,M_c + Bookmaker-Slope
0.1628337589906866,0.7844114696626929,0.038267947449656115,M_c + Bookmaker-Slope
0.15202357199316888,0.7861062328295779,0.03896281608313259,M_c + Bookmaker-Slope
0.14193105032282682,0.7878941628111951,0.039726148648626974,M_c + Bookmaker-Slope
0.13250854970468662,0.789772364489181,0.04055889858629383,M_c + Bookmaker-Slope
0.12371158886587513,0.7917379427451732,0.041461522873359316,M_c + Bookmaker-Slope
0.1154986395506374,0.7937880024608079,0.042434009106847456,M_c + Bookmaker-Slope
0.10783093047580912,0.7959196485177232,0.04347591105893328,M_c + Bookmaker-Slope
0.10067226430126917,0.7981299857975552,0.04458639033989133,M_c + Bookmaker-Slope
0.09398884675133412,0.8004161191819423,0.04576426179916286,M_c + Bookmaker-Slope
0.08774912708042071,0.8027751535525203,0.04700804046544774,M_c + Bookmaker-Slope
0.0819236491298531,0.805204193790927,0.048315988122950994,M_c + Bookmaker-Slope
0.07648491227269195,0.8077003447788,0.049686157989966194,M_c + Bookmaker-Slope
0.07140724159014122,0.8102607113977756,0.051116436359173414,M_c + Bookmaker-Slope
0.06666666666666667,0.8128823985294913,0.05260458043737527,M_c + Bookmaker-Slope
